time,open,high,low,close,tick_volume
1730847600,2743.22,2744.92,2742.58,2743.71,1817
1730854800,2743.05,2746.39,2741.93,2745.65,2331
1730858400,2745.61,2745.64,2735.33,2737.96,7590
1730862000,2738.34,2749.7,2732.69,2747.12,11452
1730865600,2746.97,2748.36,2736.82,2737.48,11744
1730869200,2737.53,2743.46,2730.71,2734.2,11452
1730872800,2734.2,2742.97,2733.22,2741.78,8307
1730876400,2741.81,2743.61,2736.5,2739.01,9752
1730880000,2739.02,2739.31,2701.52,2707.06,13197
1730883600,2706.95,2733.2,2704.22,2725.8,11874
1730887200,2725.71,2733.78,2722.78,2724.52,10396
1730890800,2724.49,2728.55,2716.48,2724.71,8325
1730894400,2724.69,2727.22,2718.69,2720.27,6437
1730898000,2720.23,2722.77,2696.23,2699.39,9185
1730901600,2699.03,2708.04,2693.4,2695.19,10462
1730905200,2695.19,2695.19,2659.17,2664.22,15217
1730908800,2664.22,2670.44,2652.48,2659.88,14308
1730912400,2659.9,2675.88,2657.41,2675.74,14153
1730916000,2675.86,2678.29,2662.86,2666.2,11444
1730919600,2666.24,2669.3,2661.68,2663.35,8989
1730923200,2663.35,2669.61,2662.87,2665.57,8462
1730926800,2665.6,2668.55,2664.97,2667.12,6571
1730930400,2667.09,2667.79,2659.4,2660.7,5419
1730934000,2660.69,2662.47,2659.0,2659.02,1829
1730941200,2659.33,2664.32,2659.23,2664.07,2426
1730944800,2664.08,2664.25,2661.0,2661.5,3611
1730948400,2661.41,2664.0,2643.48,2649.48,11106
1730952000,2649.48,2657.57,2649.48,2657.43,8157
1730955600,2657.45,2661.26,2655.67,2659.23,5539
1730959200,2659.22,2659.64,2654.16,2654.66,3258
1730962800,2654.79,2660.71,2654.72,2659.19,5275
1730966400,2659.18,2659.44,2652.78,2657.13,6390
1730970000,2657.01,2667.67,2656.19,2663.32,7150
1730973600,2663.41,2666.74,2657.43,2657.66,6809
1730977200,2657.67,2666.09,2657.55,2661.76,5807
1730980800,2661.76,2668.4,2659.84,2666.59,5579
1730984400,2666.57,2668.15,2663.82,2666.35,4897
1730988000,2666.35,2674.1,2664.33,2673.73,7117
1730991600,2673.7,2685.2,2672.38,2684.63,12674
1730995200,2684.62,2695.0,2682.35,2691.87,12049
1730998800,2691.6,2700.15,2690.11,2698.8,11876
1731002400,2698.78,2699.47,2690.64,2695.83,9500
1731006000,2695.83,2700.36,2694.29,2699.37,7095
1731009600,2699.33,2699.43,2694.05,2695.23,6932
1731013200,2695.24,2698.07,2687.48,2694.42,11827
1731016800,2694.45,2710.22,2692.86,2704.44,9604
1731020400,2704.44,2708.44,2703.7,2707.12,2658
1731027600,2705.16,2708.09,2704.17,2706.93,2408
1731031200,2706.96,2710.43,2705.71,2706.35,3325
1731034800,2706.41,2707.63,2699.26,2699.93,8490
1731038400,2699.88,2701.04,2695.23,2697.56,7006
1731042000,2697.48,2700.53,2694.1,2695.24,5183
1731045600,2695.23,2696.15,2693.32,2693.62,3177
1731049200,2693.6,2696.34,2693.6,2695.27,5105
1731052800,2695.25,2695.87,2685.98,2686.48,7551
1731056400,2686.38,2687.89,2680.34,2687.5,5802
1731060000,2687.48,2691.78,2682.01,2688.74,9699
1731063600,2688.71,2691.06,2687.14,2689.3,5946
1731067200,2689.38,2689.38,2682.04,2688.58,5687
1731070800,2688.69,2694.91,2686.74,2691.93,5584
1731074400,2691.93,2693.14,2686.25,2691.91,6235
1731078000,2691.8,2701.09,2687.9,2697.59,11355
1731081600,2697.71,2703.98,2687.82,2691.7,11792
1731085200,2691.11,2692.87,2683.48,2687.58,11641
1731088800,2687.5,2689.31,2682.98,2683.27,8757
1731092400,2683.4,2688.57,2683.39,2687.97,7277
1731096000,2687.96,2688.82,2683.86,2685.02,6401
1731099600,2685.19,2687.56,2683.32,2687.16,4630
1731103200,2687.13,2688.58,2685.04,2685.16,4940
1731106800,2685.19,2685.89,2682.91,2684.1,1940
1731286800,2684.05,2685.72,2681.56,2685.65,2781
1731290400,2685.63,2686.19,2682.7,2684.07,2770
1731294000,2683.89,2684.87,2671.94,2672.99,8601
1731297600,2673.05,2675.24,2666.57,2672.01,6308
1731301200,2672.0,2672.0,2668.04,2670.3,3909
1731304800,2670.22,2672.45,2668.89,2672.19,3393
1731308400,2672.19,2674.36,2667.03,2669.25,4840
1731312000,2669.28,2674.15,2668.49,2673.29,4989
1731315600,2673.29,2674.07,2668.83,2669.6,6360
1731319200,2669.26,2671.75,2667.59,2669.63,5865
1731322800,2669.59,2670.83,2663.89,2666.89,6082
1731326400,2666.83,2675.3,2661.05,2661.91,5789
1731330000,2661.88,2667.08,2659.02,2662.63,5791
1731333600,2662.63,2663.19,2656.71,2657.35,6150
1731337200,2657.15,2657.65,2634.37,2635.58,11790
1731340800,2635.55,2635.68,2617.78,2622.55,12890
1731344400,2622.72,2626.38,2613.52,2614.61,11389
1731348000,2614.73,2618.15,2612.73,2615.2,8522
1731351600,2615.18,2616.95,2611.52,2612.58,6681
1731355200,2612.5,2619.26,2610.7,2619.01,6124
1731358800,2619.04,2620.72,2617.95,2619.29,4148
1731362400,2619.29,2626.17,2619.29,2622.0,4371
1731366000,2622.04,2623.16,2619.15,2619.6,1694
1731373200,2619.3,2624.06,2619.24,2623.97,1539
1731376800,2623.99,2625.24,2622.27,2624.01,3050
1731380400,2624.13,2627.14,2619.23,2624.16,8768
1731384000,2624.02,2625.53,2620.53,2621.98,7280
1731387600,2621.99,2623.73,2618.84,2618.96,4746
1731391200,2618.82,2619.1,2615.74,2617.78,4125
1731394800,2617.96,2618.2,2605.42,2606.88,7518
1731398400,2606.85,2610.15,2603.5,2607.92,8616
1731402000,2608.02,2609.12,2595.26,2598.3,8211
1731405600,2598.69,2606.52,2598.22,2600.59,7189
1731409200,2600.53,2600.72,2590.88,2593.34,7133
1731412800,2593.32,2598.66,2589.69,2596.75,6545
1731416400,2596.67,2599.12,2592.56,2597.89,6496
1731420000,2597.95,2606.98,2597.95,2605.3,8554
1731423600,2605.31,2616.34,2604.5,2611.64,11019
1731427200,2611.69,2617.07,2609.02,2610.44,11241
1731430800,2610.38,2611.81,2597.47,2598.55,11376
1731434400,2598.57,2604.18,2597.98,2600.8,9238
1731438000,2600.85,2601.09,2592.54,2597.52,8355
1731441600,2597.53,2602.08,2596.57,2599.23,6606
1731445200,2599.22,2601.45,2597.95,2598.21,4938
1731448800,2598.02,2601.34,2595.16,2599.75,4379
1731452400,2599.84,2600.76,2597.14,2598.2,1760
1731459600,2598.26,2599.88,2597.58,2598.93,1467
1731463200,2598.97,2599.93,2598.08,2599.48,2279
1731466800,2599.44,2611.18,2599.44,2608.15,9040
1731470400,2608.16,2612.54,2605.21,2612.12,6510
1731474000,2612.24,2613.3,2606.52,2611.56,5800
1731477600,2611.54,2612.36,2606.15,2606.26,3856
1731481200,2606.33,2607.91,2603.65,2605.8,5159
1731484800,2605.71,2607.44,2604.26,2605.46,5801
1731488400,2605.39,2607.47,2604.32,2606.25,4812
1731492000,2606.19,2610.71,2601.1,2607.64,6569
1731495600,2607.64,2611.74,2607.34,2608.61,5640
1731499200,2608.64,2610.49,2607.0,2609.13,4587
1731502800,2609.11,2611.68,2605.88,2610.84,4833
1731506400,2610.84,2612.73,2608.95,2609.71,6083
1731510000,2609.72,2618.83,2607.17,2612.39,12233
1731513600,2612.33,2616.36,2601.18,2602.1,13345
1731517200,2602.19,2606.83,2593.65,2605.42,13492
1731520800,2605.4,2605.98,2584.79,2585.85,10946
1731524400,2585.84,2586.84,2577.64,2583.35,10218
1731528000,2583.39,2585.44,2579.55,2582.79,7329
1731531600,2582.79,2584.97,2580.58,2581.02,5129
1731535200,2580.89,2581.21,2573.08,2573.58,6300
1731538800,2573.57,2577.19,2572.68,2572.88,2233
1731546000,2574.91,2581.44,2569.18,2570.99,4381
1731549600,2570.99,2574.75,2569.62,2572.54,3787
1731553200,2572.63,2572.9,2561.55,2562.59,9273
1731556800,2562.59,2564.65,2558.92,2560.61,7645
1731560400,2560.56,2565.03,2559.94,2560.72,5548
1731564000,2560.71,2565.26,2559.33,2565.17,3813
1731567600,2565.17,2565.18,2555.33,2558.65,6824
1731571200,2558.65,2560.54,2551.89,2555.04,8007
1731574800,2555.06,2558.9,2550.48,2556.99,7966
1731578400,2556.98,2559.84,2554.57,2556.19,7760
1731582000,2556.19,2558.36,2536.81,2543.57,9299
1731585600,2543.54,2548.02,2539.09,2547.12,7201
1731589200,2547.14,2555.04,2545.21,2553.69,7297
1731592800,2553.7,2556.89,2550.14,2552.25,6600
1731596400,2552.24,2560.35,2551.28,2557.2,11453
1731600000,2557.16,2565.94,2554.3,2559.74,11270
1731603600,2559.7,2572.96,2558.69,2570.3,11337
1731607200,2570.29,2577.48,2569.26,2574.02,7955
1731610800,2574.02,2575.93,2567.53,2573.0,7153
1731614400,2573.18,2573.51,2567.2,2569.9,6398
1731618000,2569.91,2576.93,2569.85,2576.03,4859
1731621600,2576.08,2576.42,2563.96,2567.29,9898
1731625200,2567.36,2569.65,2564.19,2565.27,2680
1731632400,2565.15,2567.3,2564.79,2566.93,2475
1731636000,2566.92,2567.63,2565.93,2566.93,3931
1731639600,2566.93,2571.66,2563.11,2565.04,7871
1731643200,2565.04,2571.02,2564.95,2570.19,6281
1731646800,2570.19,2571.12,2567.68,2567.79,4435
1731650400,2567.78,2569.56,2567.06,2567.09,2560
1731654000,2567.09,2567.27,2559.75,2559.96,5439
1731657600,2559.94,2563.58,2554.4,2561.43,7089
1731661200,2561.35,2564.92,2559.45,2563.81,5378
1731664800,2563.66,2569.0,2560.91,2566.89,6166
1731668400,2566.88,2568.97,2563.96,2564.01,5420
1731672000,2564.01,2570.51,2563.03,2567.9,6349
1731675600,2567.89,2573.31,2566.68,2570.75,5848
1731679200,2570.7,2571.05,2565.54,2569.2,5427
1731682800,2569.2,2575.83,2561.26,2565.31,11973
1731686400,2565.26,2575.62,2564.29,2572.84,11655
1731690000,2572.86,2576.01,2565.11,2570.86,11955
1731693600,2570.85,2573.33,2562.09,2562.2,9736
1731697200,2562.21,2564.82,2560.19,2563.02,6674
1731700800,2563.09,2567.81,2559.52,2567.57,7317
1731704400,2567.58,2568.08,2562.78,2563.83,4786
1731708000,2563.84,2563.95,2559.82,2562.25,5699
1731711600,2562.23,2562.45,2561.06,2561.7,1581
1731891600,2567.8,2575.51,2566.59,2571.4,3880
1731895200,2571.4,2577.15,2569.89,2576.5,4429
1731898800,2576.5,2597.2,2576.5,2587.11,10753
1731902400,2587.03,2595.12,2586.94,2591.12,6972
1731906000,2591.13,2592.58,2587.83,2589.95,4307
1731909600,2589.94,2593.13,2589.32,2592.27,2904
1731913200,2592.27,2592.33,2585.08,2585.59,5232
1731916800,2585.59,2587.75,2580.4,2586.04,7317
1731920400,2586.04,2587.09,2581.73,2582.89,6348
1731924000,2582.92,2590.05,2582.07,2585.63,7809
1731927600,2585.63,2597.28,2583.83,2595.73,7924
1731931200,2595.84,2596.72,2589.58,2594.07,6286
1731934800,2594.07,2595.44,2590.55,2594.37,5826
1731938400,2594.31,2597.15,2590.4,2595.16,6506
1731942000,2595.12,2605.06,2592.95,2603.92,9540
1731945600,2604.0,2610.24,2602.8,2608.14,10168
1731949200,2608.15,2613.36,2605.92,2612.99,8787
1731952800,2613.02,2615.07,2609.43,2611.58,7586
1731956400,2611.58,2611.98,2607.36,2610.44,5739
1731960000,2610.44,2612.08,2607.76,2611.14,4824
1731963600,2611.18,2612.63,2608.37,2609.82,4222
1731967200,2609.82,2611.58,2608.25,2610.23,3825
1731970800,2610.34,2612.24,2609.86,2611.62,1793
1731978000,2611.83,2613.08,2610.44,2612.62,1944
1731981600,2612.62,2613.74,2611.05,2613.33,3707
1731985200,2613.42,2617.84,2611.58,2615.72,8657
1731988800,2615.66,2624.19,2615.66,2622.51,8028
1731992400,2622.49,2625.54,2621.36,2624.51,7118
1731996000,2624.5,2625.24,2621.53,2622.93,5114
1731999600,2622.88,2623.46,2620.89,2622.66,6850
1732003200,2622.67,2626.72,2621.37,2625.09,7740
1732006800,2625.13,2625.3,2617.75,2619.15,6452
1732010400,2619.09,2627.02,2618.71,2626.34,8952
1732014000,2626.22,2634.49,2625.33,2630.3,10149
1732017600,2630.3,2636.53,2629.97,2635.11,7217
1732021200,2635.21,2636.1,2629.06,2629.6,6518
1732024800,2629.59,2639.36,2628.81,2639.26,7854
1732028400,2639.26,2639.47,2629.3,2635.31,10564
1732032000,2635.22,2636.93,2622.83,2623.48,12103
1732035600,2623.34,2628.71,2621.01,2624.48,10279
1732039200,2624.67,2628.5,2622.34,2626.49,8499
1732042800,2626.48,2633.12,2625.67,2628.12,6158
1732046400,2628.12,2630.46,2626.31,2630.21,5339
1732050000,2630.27,2631.65,2628.92,2630.76,4569
1732053600,2630.76,2634.63,2630.47,2633.77,3445
1732057200,2633.77,2633.96,2630.63,2632.06,2258
1732064400,2632.12,2635.54,2631.96,2635.19,2096
1732068000,2635.14,2639.16,2634.73,2637.87,3546
1732071600,2637.95,2641.5,2635.75,2639.64,7803
1732075200,2639.73,2641.86,2638.41,2640.26,5710
1732078800,2640.26,2641.26,2637.62,2637.98,4266
1732082400,2637.98,2638.8,2636.23,2636.66,2582
1732086000,2636.66,2638.51,2634.93,2636.91,4509
1732089600,2636.68,2637.13,2628.61,2629.53,7154
1732093200,2629.53,2630.24,2621.18,2621.63,6458
1732096800,2621.45,2624.55,2618.86,2624.22,6632
1732100400,2624.26,2625.69,2621.1,2621.9,5975
1732104000,2621.88,2626.23,2620.96,2625.14,5202
1732107600,2625.15,2628.19,2621.48,2628.11,5236
1732111200,2628.11,2632.42,2627.06,2631.84,6234
1732114800,2631.83,2640.51,2631.2,2636.08,8368
1732118400,2636.1,2646.39,2634.16,2643.21,9030
1732122000,2643.2,2648.9,2640.88,2648.87,8929
1732125600,2648.87,2650.85,2646.17,2650.65,7425
1732129200,2650.7,2655.45,2649.3,2651.85,6934
1732132800,2651.89,2652.1,2645.45,2648.64,6421
1732136400,2648.64,2653.13,2648.51,2650.89,5287
1732140000,2650.89,2651.24,2647.24,2648.92,4531
1732143600,2648.92,2650.44,2648.05,2649.96,2445
1732150800,2649.92,2652.97,2648.74,2652.18,1703
1732154400,2652.21,2658.85,2651.82,2658.52,4010
1732158000,2658.6,2660.43,2651.83,2653.45,8211
1732161600,2653.45,2658.19,2652.62,2653.76,5094
1732165200,2653.71,2657.17,2650.38,2656.95,4224
1732168800,2656.95,2658.96,2656.87,2656.99,2721
1732172400,2656.99,2658.13,2654.65,2656.97,4717
1732176000,2656.97,2662.25,2656.6,2661.43,5985
1732179600,2661.25,2664.66,2660.11,2663.17,5371
1732183200,2663.05,2670.33,2662.04,2668.87,6576
1732186800,2668.9,2671.69,2663.51,2668.9,6620
1732190400,2668.89,2670.36,2665.1,2669.96,4927
1732194000,2669.98,2673.53,2668.36,2671.51,5396
1732197600,2671.6,2671.8,2663.05,2663.33,5842
1732201200,2663.31,2667.77,2660.47,2665.47,10871
1732204800,2665.55,2671.6,2661.47,2665.04,10804
1732208400,2664.96,2670.58,2664.47,2667.76,9860
1732212000,2667.74,2669.77,2661.38,2664.76,8692
1732215600,2664.77,2672.84,2661.81,2671.87,6638
1732219200,2671.86,2673.12,2669.14,2672.46,5562
1732222800,2672.46,2673.51,2667.86,2669.69,4689
1732226400,2669.69,2671.86,2668.57,2671.53,3856
1732230000,2671.59,2671.87,2668.02,2669.47,2078
1732237200,2669.54,2670.03,2668.16,2669.19,2358
1732240800,2669.18,2673.62,2668.91,2673.15,4109
1732244400,2673.15,2679.45,2673.11,2677.82,8193
1732248000,2677.8,2686.42,2677.32,2686.07,7922
1732251600,2686.06,2690.49,2681.49,2686.2,7248
1732255200,2686.2,2692.36,2683.06,2688.75,4461
1732258800,2688.81,2689.19,2683.1,2686.67,6998
1732262400,2686.71,2693.22,2685.87,2692.96,7337
1732266000,2692.95,2699.0,2690.48,2696.46,6900
1732269600,2696.48,2700.51,2694.82,2697.34,8423
1732273200,2697.35,2707.47,2693.59,2703.38,9365
1732276800,2703.47,2708.56,2702.74,2707.72,7137
1732280400,2707.74,2710.14,2697.11,2698.86,7663
1732284000,2698.86,2705.05,2697.1,2702.99,6900
1732287600,2702.85,2704.16,2689.36,2692.95,11096
1732291200,2692.9,2696.33,2684.5,2694.81,11175
1732294800,2694.66,2705.1,2694.64,2703.68,11283
1732298400,2703.7,2706.58,2700.85,2705.19,8430
1732302000,2705.2,2707.27,2703.67,2706.84,5899
1732305600,2706.84,2711.45,2706.72,2710.89,5736
1732309200,2710.91,2711.45,2707.06,2708.24,4366
1732312800,2708.23,2708.87,2705.11,2705.85,4414
1732316400,2705.92,2715.55,2705.82,2715.4,2597
1732496400,2705.06,2721.38,2704.22,2719.85,5570
1732500000,2719.86,2720.2,2709.92,2710.61,6408
1732503600,2710.89,2711.15,2694.96,2701.24,11094
1732507200,2701.25,2704.44,2692.38,2695.33,8533
1732510800,2695.28,2697.41,2659.35,2672.31,9116
1732514400,2672.27,2676.34,2663.97,2672.52,6289
1732518000,2672.56,2674.0,2658.31,2664.74,8575
1732521600,2664.87,2670.12,2661.74,2666.98,8933
1732525200,2666.98,2672.62,2663.89,2667.87,8432
1732528800,2667.94,2673.61,2667.2,2672.05,8321
1732532400,2672.07,2675.22,2669.97,2673.96,7245
1732536000,2673.86,2678.07,2668.8,2677.73,5896
1732539600,2677.68,2688.77,2677.68,2686.89,6200
1732543200,2686.94,2686.95,2679.99,2681.03,6677
1732546800,2680.95,2687.93,2676.72,2678.3,11144
1732550400,2678.3,2678.75,2633.67,2641.36,14448
1732554000,2641.44,2641.68,2626.3,2628.37,11807
1732557600,2628.39,2639.42,2628.33,2632.06,8981
1732561200,2631.98,2634.23,2624.64,2627.88,6902
1732564800,2627.82,2628.53,2615.65,2618.92,7869
1732568400,2618.9,2626.2,2618.43,2625.79,5148
1732572000,2625.78,2628.76,2622.7,2626.1,4917
1732575600,2626.04,2628.38,2625.18,2625.48,2057
1732582800,2625.02,2628.58,2605.29,2610.48,5340
1732586400,2610.56,2624.61,2608.69,2619.88,7857
1732590000,2619.86,2632.18,2618.1,2628.18,10067
1732593600,2628.17,2630.56,2625.02,2625.42,7598
1732597200,2625.41,2631.07,2622.99,2630.42,6483
1732600800,2630.37,2631.42,2625.07,2626.43,4193
1732604400,2626.43,2626.5,2617.91,2624.37,6781
1732608000,2624.42,2626.0,2621.22,2622.08,7333
1732611600,2622.08,2622.87,2610.82,2614.09,7322
1732615200,2614.09,2618.36,2612.48,2613.4,7850
1732618800,2613.45,2627.13,2612.96,2626.02,7640
1732622400,2626.03,2633.14,2625.15,2631.34,6593
1732626000,2631.34,2633.28,2627.68,2633.28,5956
1732629600,2633.27,2634.81,2629.34,2631.05,6924
1732633200,2631.05,2641.95,2624.09,2629.96,11224
1732636800,2629.94,2633.81,2616.84,2622.8,10779
1732640400,2622.8,2632.79,2620.4,2629.53,10705
1732644000,2629.52,2631.4,2626.47,2628.7,6953
1732647600,2628.7,2628.71,2624.96,2624.97,6037
1732651200,2624.95,2624.97,2619.62,2623.48,6259
1732654800,2623.49,2629.02,2622.8,2628.08,5481
1732658400,2628.08,2632.83,2627.6,2631.69,4662
1732662000,2631.69,2633.58,2630.79,2632.68,2213
1732669200,2630.58,2634.16,2630.28,2632.25,2354
1732672800,2632.26,2633.09,2627.23,2627.83,3316
1732676400,2627.89,2632.75,2627.09,2631.37,8420
1732680000,2631.32,2640.53,2631.13,2637.57,7597
1732683600,2637.57,2639.43,2635.95,2637.81,5463
1732687200,2637.8,2640.59,2636.74,2639.0,4048
1732690800,2639.0,2645.77,2638.25,2642.03,6081
1732694400,2642.13,2648.03,2639.05,2647.8,7318
1732698000,2647.81,2648.5,2645.85,2646.64,5474
1732701600,2646.32,2653.67,2645.29,2653.49,7619
1732705200,2653.49,2653.79,2647.95,2648.44,5286
1732708800,2648.42,2649.95,2647.75,2648.63,5184
1732712400,2648.7,2652.32,2643.36,2651.1,5779
1732716000,2651.1,2655.09,2649.58,2651.31,6254
1732719600,2651.41,2658.25,2645.87,2656.3,10531
1732723200,2656.3,2656.87,2649.12,2651.42,9567
1732726800,2650.95,2651.61,2635.56,2642.74,11483
1732730400,2642.74,2644.32,2638.15,2639.07,8053
1732734000,2639.05,2642.81,2635.29,2637.28,5742
1732737600,2637.26,2640.77,2636.57,2638.91,3919
1732741200,2638.94,2639.39,2633.96,2634.8,3302
1732744800,2634.77,2639.03,2634.25,2637.09,3354
1732748400,2637.09,2637.58,2634.86,2635.62,1589
1732755600,2637.9,2638.08,2636.27,2637.12,1185
1732759200,2637.21,2638.45,2635.19,2635.73,2444
1732762800,2635.55,2636.32,2620.96,2628.87,10459
1732766400,2628.86,2630.19,2625.68,2628.23,5602
1732770000,2628.18,2632.15,2625.7,2630.31,4140
1732773600,2630.32,2633.99,2629.41,2631.3,2775
1732777200,2631.31,2634.0,2630.2,2633.5,4799
1732780800,2633.5,2639.62,2631.89,2636.82,5867
1732784400,2636.82,2639.3,2634.56,2637.31,3919
1732788000,2637.28,2646.36,2635.76,2644.13,5518
1732791600,2644.14,2647.92,2642.87,2646.19,5303
1732795200,2646.19,2649.74,2644.88,2647.5,3639
1732798800,2647.5,2649.51,2644.92,2646.89,3302
1732802400,2646.9,2647.27,2643.91,2646.12,3542
1732806000,2646.05,2647.81,2642.8,2647.04,8139
1732809600,2647.1,2647.94,2640.88,2641.31,5665
1732813200,2641.34,2643.12,2636.29,2638.19,6003
1732816800,2638.11,2642.53,2637.58,2642.09,3243
1732820400,2642.07,2642.36,2639.6,2640.95,1909
1732824000,2640.94,2641.42,2639.57,2639.98,1066
1732827600,2639.98,2640.08,2637.43,2637.84,909
1732842000,2637.82,2639.39,2637.24,2638.81,1492
1732845600,2638.81,2639.2,2635.68,2636.1,3212
1732849200,2636.1,2647.2,2634.07,2644.95,9102
1732852800,2644.94,2662.74,2644.74,2657.46,8385
1732856400,2657.46,2660.61,2654.88,2659.99,5427
1732860000,2660.0,2664.21,2658.4,2659.95,4528
1732863600,2659.88,2664.07,2659.47,2662.47,5475
1732867200,2662.41,2666.27,2661.76,2665.31,6861
1732870800,2665.31,2665.61,2659.11,2660.61,6336
1732874400,2660.62,2662.64,2654.61,2657.3,6211
1732878000,2657.29,2664.77,2655.95,2664.21,5823
1732881600,2664.2,2665.89,2661.36,2662.8,5011
1732885200,2662.8,2664.39,2659.46,2659.61,4827
1732888800,2659.59,2665.02,2659.04,2659.92,5864
1732892400,2660.29,2663.3,2656.18,2658.07,9448
1732896000,2658.06,2662.74,2651.96,2653.54,9388
1732899600,2653.48,2658.98,2650.65,2658.98,9139
1732903200,2658.98,2662.35,2658.0,2662.21,8112
1732906800,2662.2,2662.3,2657.57,2660.53,6514
1732910400,2660.54,2660.57,2651.81,2652.75,4704
1732914000,2652.75,2653.13,2648.64,2650.35,2464
1733101200,2650.46,2651.14,2643.15,2645.75,3567
1733104800,2645.92,2647.67,2630.25,2637.51,5409
1733108400,2637.51,2639.14,2622.97,2635.92,10460
1733112000,2635.91,2638.06,2625.62,2626.79,8212
1733115600,2626.75,2631.13,2624.14,2629.4,6283
1733119200,2629.39,2630.57,2626.23,2628.65,4122
1733122800,2628.65,2628.77,2622.0,2623.23,6800
1733126400,2623.22,2627.73,2621.98,2625.94,7175
1733130000,2625.94,2633.61,2625.28,2629.92,6827
1733133600,2629.61,2632.8,2626.64,2629.51,7209
1733137200,2629.51,2636.89,2628.6,2633.65,6179
1733140800,2633.63,2637.68,2633.3,2635.91,5565
1733144400,2635.9,2646.28,2635.78,2641.91,7017
1733148000,2641.91,2645.13,2639.18,2641.04,6628
1733151600,2641.04,2648.82,2637.14,2647.01,10249
1733155200,2646.97,2651.88,2642.59,2645.78,10338
1733158800,2644.26,2649.32,2640.27,2642.34,11308
1733162400,2642.37,2644.4,2638.64,2641.33,8559
1733166000,2641.34,2642.05,2637.43,2638.84,5710
1733169600,2638.84,2638.93,2633.55,2637.06,5386
1733173200,2637.12,2640.22,2636.61,2637.64,3926
1733176800,2637.61,2644.24,2635.33,2637.13,5371
1733180400,2637.11,2639.06,2636.55,2638.72,1473
1733187600,2639.03,2642.96,2638.63,2642.25,1594
1733191200,2642.29,2644.37,2640.57,2641.15,3066
1733194800,2641.15,2645.25,2634.12,2636.58,9802
1733198400,2636.58,2639.13,2634.53,2637.11,7701
1733202000,2637.03,2640.66,2636.28,2640.54,5572
1733205600,2640.51,2643.02,2638.43,2639.89,3718
1733209200,2639.88,2641.95,2637.2,2641.21,5511
1733212800,2641.21,2650.05,2641.21,2646.91,8399
1733216400,2646.91,2647.77,2644.47,2644.68,5198
1733220000,2644.49,2645.42,2639.29,2645.15,7452
1733223600,2645.16,2648.09,2643.97,2644.05,6729
1733227200,2644.05,2645.56,2642.6,2642.86,4809
1733230800,2642.87,2645.68,2642.76,2643.66,4191
1733234400,2643.65,2644.2,2638.29,2639.9,5378
1733238000,2639.96,2653.73,2637.83,2652.91,9941
1733241600,2652.94,2655.66,2645.77,2646.75,10792
1733245200,2646.79,2647.35,2635.2,2640.51,10988
1733248800,2640.49,2648.7,2638.95,2648.39,7559
1733252400,2648.41,2648.85,2643.45,2647.02,5675
1733256000,2647.03,2649.16,2643.23,2645.78,4737
1733259600,2645.93,2646.3,2640.27,2640.98,4141
1733263200,2640.98,2644.22,2640.75,2642.17,2934
1733266800,2642.18,2644.03,2641.95,2643.52,1421
1733274000,2643.29,2643.29,2641.16,2642.84,1855
1733277600,2642.83,2643.6,2639.69,2640.56,2749
1733281200,2640.56,2643.28,2637.72,2642.22,6979
1733284800,2642.09,2648.12,2641.93,2645.88,6872
1733288400,2645.88,2647.9,2643.23,2644.49,5171
1733292000,2644.48,2648.66,2643.83,2648.46,3471
1733295600,2648.44,2651.24,2647.59,2649.76,5261
1733299200,2649.78,2651.41,2647.43,2649.31,6243
1733302800,2649.3,2649.38,2640.42,2641.58,5986
1733306400,2641.51,2642.26,2636.72,2641.37,6609
1733310000,2641.36,2642.81,2638.64,2641.02,5955
1733313600,2641.02,2644.55,2640.26,2644.4,5254
1733317200,2644.4,2647.77,2643.49,2646.2,5395
1733320800,2646.2,2646.56,2636.26,2637.07,6238
1733324400,2636.66,2649.22,2632.46,2648.43,10027
1733328000,2648.42,2653.49,2645.1,2649.23,9736
1733331600,2649.21,2657.18,2648.9,2655.1,10537
1733335200,2655.1,2655.59,2647.05,2649.77,7606
1733338800,2649.78,2653.01,2648.58,2651.5,5273
1733342400,2651.48,2653.06,2648.95,2649.02,5371
1733346000,2649.1,2655.53,2646.9,2651.72,6334
1733349600,2651.75,2651.96,2648.07,2650.04,4942
1733353200,2650.06,2651.25,2648.88,2649.86,1530
1733360400,2649.74,2651.54,2647.98,2650.37,2015
1733364000,2650.38,2650.42,2647.74,2648.39,2998
1733367600,2648.38,2650.74,2646.23,2647.04,6641
1733371200,2647.05,2649.71,2645.32,2646.57,5255
1733374800,2646.55,2649.29,2644.78,2648.89,4066
1733378400,2648.88,2649.61,2645.8,2646.29,2791
1733382000,2646.29,2655.53,2645.57,2653.17,5435
1733385600,2653.1,2654.12,2646.62,2646.96,6269
1733389200,2646.94,2650.92,2645.53,2648.87,5133
1733392800,2648.79,2650.24,2642.07,2643.24,5826
1733396400,2643.24,2646.21,2641.98,2644.86,4769
1733400000,2644.77,2650.38,2644.75,2648.93,5661
1733403600,2648.89,2652.66,2648.21,2651.39,3717
1733407200,2651.43,2653.43,2647.58,2653.33,4945
1733410800,2653.33,2654.56,2644.34,2649.0,9776
1733414400,2648.98,2650.3,2639.62,2640.34,10054
1733418000,2640.32,2641.96,2631.98,2640.28,10007
1733421600,2640.28,2643.37,2632.92,2635.15,7816
1733425200,2635.18,2635.86,2623.79,2628.07,7518
