open,close,dir,entry,sl,tp,exit,r,why,hold_h
2017-09-07 09:45,2017-09-07 11:45,buy,1335.77,1334.17,1338.97,1338.97,2.000,tp,2.00
2017-09-07 16:45,2017-09-08 05:45,buy,1343.61,1338.90,1353.04,1353.04,2.000,tp,12.00
2017-09-08 06:45,2017-09-08 12:00,buy,1353.38,1350.58,1358.97,1350.58,-1.000,sl,5.25
2017-09-08 13:00,2017-09-08 15:15,buy,1353.41,1350.68,1358.88,1350.68,-1.000,sl,2.25
2017-09-08 22:00,2017-09-11 01:00,buy,1347.59,1345.71,1351.34,1345.71,-1.000,sl,2.00
2017-10-12 01:00,2017-10-13 02:00,buy,1292.20,1289.26,1298.07,1293.98,0.606,time,24.00
2017-10-13 03:30,2017-10-13 05:15,buy,1294.38,1293.35,1296.45,1296.45,2.000,tp,1.75
2017-10-13 09:30,2017-10-13 10:00,buy,1297.89,1296.47,1300.72,1296.47,-1.000,sl,0.50
2017-10-13 16:15,2017-10-16 17:15,buy,1301.95,1298.05,1309.76,1304.42,0.633,time,24.00
2017-10-20 23:45,2017-10-23 02:30,sell,1279.86,1281.97,1275.65,1275.65,2.000,tp,1.75
2017-10-23 07:00,2017-10-23 18:45,sell,1275.46,1277.27,1271.84,1277.27,-1.000,sl,11.75
2017-10-24 10:45,2017-10-24 17:15,sell,1278.99,1280.94,1275.10,1275.10,2.000,tp,6.50
2017-10-24 17:15,2017-10-24 21:45,sell,1275.65,1278.30,1270.35,1278.30,-1.000,sl,4.50
2017-10-24 23:45,2017-10-25 16:00,sell,1276.22,1279.03,1270.59,1279.03,-1.000,sl,15.25
2017-10-25 20:45,2017-10-26 01:45,sell,1276.08,1278.91,1270.43,1278.91,-1.000,sl,4.00
2017-10-26 18:00,2017-10-27 15:30,sell,1271.96,1276.02,1263.85,1263.85,2.000,tp,20.50
2017-10-27 15:30,2017-10-27 15:45,sell,1264.54,1266.57,1260.48,1266.57,-1.000,sl,0.25
2017-10-30 04:15,2017-10-30 15:15,sell,1270.90,1272.85,1267.00,1272.85,-1.000,sl,11.00
2017-10-31 20:45,2017-10-31 21:30,sell,1270.10,1271.69,1266.93,1271.69,-1.000,sl,0.75
2017-11-01 06:30,2017-11-01 07:45,sell,1269.29,1270.37,1267.14,1270.37,-1.000,sl,1.25
2017-11-03 20:30,2017-11-03 21:00,sell,1267.64,1269.53,1263.86,1269.53,-1.000,sl,0.50
2017-11-06 07:00,2017-11-06 10:45,sell,1268.98,1270.71,1265.52,1270.71,-1.000,sl,3.75
2017-11-06 14:30,2017-11-06 16:00,sell,1270.38,1272.02,1267.09,1272.02,-1.000,sl,1.50
2017-11-14 15:45,2017-11-14 16:30,sell,1271.07,1273.66,1265.90,1273.66,-1.000,sl,0.75
2017-11-29 02:00,2017-11-29 15:00,buy,1294.38,1292.70,1297.74,1292.70,-1.000,sl,13.00
2017-12-01 01:45,2017-12-01 03:30,sell,1274.57,1276.35,1271.00,1276.35,-1.000,sl,1.75
2017-12-01 09:00,2017-12-01 10:15,sell,1274.96,1276.06,1272.77,1276.06,-1.000,sl,1.25
2017-12-01 15:15,2017-12-01 18:00,sell,1274.38,1276.58,1269.98,1276.58,-1.000,sl,2.75
2017-12-04 01:00,2017-12-04 16:15,sell,1273.58,1276.58,1267.58,1276.58,-1.000,sl,15.25
2017-12-04 19:15,2017-12-04 23:00,sell,1273.33,1276.69,1266.61,1276.69,-1.000,sl,3.75
2017-12-05 04:45,2017-12-05 13:00,sell,1275.50,1276.47,1273.55,1276.47,-1.000,sl,8.25
2017-12-05 14:15,2017-12-05 15:30,sell,1274.79,1276.19,1272.00,1272.00,2.000,tp,1.25
2017-12-05 20:15,2017-12-05 21:30,sell,1262.04,1265.71,1254.71,1265.71,-1.000,sl,1.25
2017-12-06 05:15,2017-12-06 06:30,sell,1265.22,1266.85,1261.97,1266.85,-1.000,sl,1.25
2017-12-06 13:30,2017-12-06 15:15,sell,1267.14,1268.52,1264.38,1264.38,2.000,tp,1.75
2017-12-06 20:00,2017-12-07 08:30,sell,1263.59,1266.51,1257.75,1257.75,2.000,tp,11.50
2017-12-07 08:30,2017-12-07 09:45,sell,1257.03,1258.82,1253.46,1258.82,-1.000,sl,1.25
2017-12-07 15:15,2017-12-07 21:00,sell,1254.39,1256.64,1249.89,1249.89,2.000,tp,5.75
2017-12-07 21:15,2017-12-08 04:30,sell,1246.74,1249.14,1241.93,1249.14,-1.000,sl,6.25
2017-12-08 06:30,2017-12-08 07:45,sell,1248.25,1249.29,1246.16,1249.29,-1.000,sl,1.25
2017-12-08 15:15,2017-12-08 15:30,sell,1246.22,1247.83,1243.00,1247.83,-1.000,sl,0.25
2017-12-08 22:30,2017-12-11 01:30,sell,1247.45,1248.96,1244.44,1248.96,-1.000,sl,2.00
2017-12-11 10:00,2017-12-11 10:30,sell,1248.70,1250.10,1245.89,1250.10,-1.000,sl,0.50
2017-12-11 16:15,2017-12-11 21:15,sell,1246.55,1248.59,1242.46,1242.46,2.000,tp,5.00
2017-12-12 09:15,2017-12-12 14:30,sell,1243.93,1244.90,1242.00,1242.00,2.000,tp,5.25
2017-12-12 15:15,2017-12-12 16:15,sell,1242.29,1243.59,1239.69,1239.69,2.000,tp,1.00
2017-12-13 03:30,2017-12-13 04:00,sell,1242.10,1243.09,1240.11,1243.09,-1.000,sl,0.50
2017-12-13 09:45,2017-12-13 15:30,sell,1241.43,1242.51,1239.28,1242.51,-1.000,sl,5.75
2018-01-03 01:00,2018-01-03 03:30,buy,1318.52,1316.85,1321.86,1316.85,-1.000,sl,2.50
2018-01-03 08:00,2018-01-03 08:30,buy,1315.23,1313.20,1319.28,1313.20,-1.000,sl,0.50
2018-01-03 14:00,2018-01-03 14:30,buy,1317.60,1315.83,1321.13,1315.83,-1.000,sl,0.50
2018-01-03 20:15,2018-01-03 21:00,buy,1317.18,1315.06,1321.41,1315.06,-1.000,sl,0.75
2018-01-04 07:45,2018-01-04 09:00,buy,1310.21,1308.86,1312.91,1308.86,-1.000,sl,1.25
2018-01-04 14:45,2018-01-04 15:15,buy,1313.41,1311.41,1317.40,1311.41,-1.000,sl,0.50
2018-01-04 21:00,2018-01-04 22:00,buy,1320.30,1317.60,1325.70,1325.70,2.000,tp,1.00
2018-01-05 05:00,2018-01-05 07:45,buy,1321.69,1320.44,1324.19,1320.44,-1.000,sl,2.75
2018-01-05 14:15,2018-01-05 15:00,buy,1317.87,1316.44,1320.72,1316.44,-1.000,sl,0.75
2018-01-05 20:15,2018-01-05 22:30,buy,1321.18,1318.47,1326.60,1318.47,-1.000,sl,2.25
2018-01-08 05:00,2018-01-08 07:30,buy,1320.79,1319.10,1324.16,1319.10,-1.000,sl,2.50
2018-01-08 15:15,2018-01-08 18:15,buy,1319.99,1317.52,1324.92,1317.52,-1.000,sl,3.00
2018-01-08 21:30,2018-01-09 03:00,buy,1319.31,1317.23,1323.46,1317.23,-1.000,sl,4.50
2018-01-09 04:45,2018-01-09 09:15,buy,1319.49,1317.66,1323.15,1317.66,-1.000,sl,4.50
2018-01-10 17:00,2018-01-10 18:45,buy,1320.14,1315.62,1329.18,1315.62,-1.000,sl,1.75
2018-01-11 01:45,2018-01-11 09:30,buy,1317.91,1316.00,1321.72,1316.00,-1.000,sl,7.75
2018-01-11 11:00,2018-01-11 15:15,buy,1317.95,1315.72,1322.42,1322.42,2.000,tp,4.25
2018-01-11 18:15,2018-01-12 06:15,buy,1321.85,1318.32,1328.91,1328.91,2.000,tp,11.00
2018-01-12 06:15,2018-01-12 09:45,buy,1328.98,1326.94,1333.07,1326.94,-1.000,sl,3.50
2018-01-12 12:15,2018-01-12 15:30,buy,1331.31,1328.80,1336.34,1328.80,-1.000,sl,3.25
2018-01-12 19:30,2018-01-12 20:45,buy,1331.65,1328.78,1337.40,1337.40,2.000,tp,1.25
2018-01-15 02:45,2018-01-15 06:30,buy,1338.50,1336.49,1342.53,1342.53,2.000,tp,3.75
2018-01-15 09:45,2018-01-15 16:45,buy,1343.14,1340.25,1348.93,1340.25,-1.000,sl,7.00
2018-01-15 17:30,2018-01-16 01:00,buy,1341.67,1339.49,1346.02,1339.49,-1.000,sl,2.50
2018-01-16 04:30,2018-01-16 09:00,buy,1341.44,1339.38,1345.56,1339.38,-1.000,sl,4.50
2018-01-16 20:45,2018-01-17 04:00,buy,1338.93,1336.51,1343.78,1343.78,2.000,tp,6.25
2018-01-19 15:30,2018-01-19 16:00,buy,1335.07,1333.06,1339.10,1333.06,-1.000,sl,0.50
2018-01-19 21:30,2018-01-19 22:45,buy,1334.60,1332.97,1337.86,1332.97,-1.000,sl,1.25
2018-01-22 15:45,2018-01-22 16:30,buy,1334.10,1331.92,1338.47,1331.92,-1.000,sl,0.75
2018-01-22 22:30,2018-01-23 01:30,buy,1334.14,1332.36,1337.70,1332.36,-1.000,sl,2.00
2018-01-23 06:30,2018-01-23 16:00,buy,1336.65,1334.66,1340.62,1334.66,-1.000,sl,9.50
2018-01-23 18:30,2018-01-24 10:00,buy,1338.43,1334.79,1345.70,1345.70,2.000,tp,14.50
2018-01-24 10:00,2018-01-24 14:30,buy,1346.47,1344.09,1351.23,1351.23,2.000,tp,4.50
2018-01-24 19:30,2018-01-24 21:00,buy,1354.09,1351.05,1360.17,1360.17,2.000,tp,1.50
2018-01-25 02:30,2018-01-25 04:45,buy,1357.38,1355.54,1361.06,1361.06,2.000,tp,2.25
2018-01-25 11:45,2018-01-25 16:15,buy,1360.60,1356.64,1368.53,1356.64,-1.000,sl,4.50
2018-01-25 18:00,2018-01-25 21:00,buy,1359.15,1354.19,1369.07,1354.19,-1.000,sl,3.00
2018-01-26 03:45,2018-01-26 13:45,buy,1353.04,1349.82,1359.48,1349.82,-1.000,sl,10.00
2018-01-26 16:45,2018-01-26 21:15,buy,1353.48,1349.26,1361.92,1349.26,-1.000,sl,4.50
2018-02-01 02:00,2018-02-01 03:00,buy,1346.88,1342.94,1354.77,1342.94,-1.000,sl,1.00
2018-02-02 01:15,2018-02-02 11:45,buy,1348.73,1345.64,1354.91,1345.64,-1.000,sl,10.50
2018-02-15 01:30,2018-02-15 02:45,buy,1353.78,1350.71,1359.93,1350.71,-1.000,sl,1.25
2018-02-15 07:30,2018-02-15 08:45,buy,1354.67,1352.79,1358.43,1352.79,-1.000,sl,1.25
2018-02-15 15:00,2018-02-15 17:15,buy,1352.87,1350.05,1358.51,1350.05,-1.000,sl,2.25
2018-02-15 21:00,2018-02-16 11:00,buy,1353.88,1350.39,1360.86,1360.86,2.000,tp,13.00
2018-02-16 11:00,2018-02-16 12:15,buy,1361.14,1358.93,1365.55,1358.93,-1.000,sl,1.25
2018-02-16 17:45,2018-02-16 19:00,buy,1355.74,1351.80,1363.62,1351.80,-1.000,sl,1.25
2018-03-07 11:45,2018-03-07 13:30,buy,1333.59,1331.71,1337.35,1331.71,-1.000,sl,1.75
2018-03-15 05:00,2018-03-15 08:00,buy,1326.76,1325.38,1329.51,1325.38,-1.000,sl,3.00
2018-03-22 08:30,2018-03-22 11:30,buy,1330.60,1328.85,1334.10,1328.85,-1.000,sl,3.00
2018-03-22 14:30,2018-03-22 15:00,buy,1331.97,1328.98,1337.94,1328.98,-1.000,sl,0.50
2018-03-22 21:30,2018-03-23 02:30,buy,1329.22,1326.26,1335.13,1335.13,2.000,tp,3.00
2018-03-23 10:30,2018-03-23 14:15,buy,1340.88,1337.90,1346.83,1346.83,2.000,tp,3.75
2018-03-23 17:30,2018-03-26 19:30,buy,1348.46,1343.06,1359.26,1354.52,1.123,time,24.00
2018-03-26 21:45,2018-03-26 22:30,buy,1354.90,1352.82,1359.06,1352.82,-1.000,sl,0.75
2018-03-27 05:15,2018-03-27 11:45,buy,1353.16,1351.11,1357.26,1351.11,-1.000,sl,6.50
2018-04-02 20:00,2018-04-03 11:15,buy,1339.87,1336.51,1346.60,1336.51,-1.000,sl,14.25
2018-04-03 13:15,2018-04-03 13:45,buy,1338.77,1336.56,1343.20,1336.56,-1.000,sl,0.50
2018-04-04 10:45,2018-04-04 11:15,buy,1339.80,1337.52,1344.36,1344.36,2.000,tp,0.50
2018-04-10 11:45,2018-04-10 20:15,buy,1336.61,1333.73,1342.37,1342.37,2.000,tp,8.50
2018-04-10 20:15,2018-04-10 20:45,buy,1342.54,1339.46,1348.69,1339.46,-1.000,sl,0.50
2018-04-11 05:15,2018-04-11 09:00,buy,1341.25,1339.65,1344.45,1344.45,2.000,tp,3.75
2018-04-11 12:30,2018-04-11 14:00,buy,1345.08,1342.98,1349.27,1349.27,2.000,tp,1.50
2018-04-11 18:30,2018-04-11 19:15,buy,1364.59,1358.80,1376.18,1358.80,-1.000,sl,0.75
2018-04-12 09:00,2018-04-12 10:45,buy,1351.45,1349.41,1355.54,1349.41,-1.000,sl,1.75
2018-04-16 03:00,2018-04-16 10:00,buy,1345.35,1342.67,1350.72,1342.67,-1.000,sl,7.00
2018-04-16 10:45,2018-04-16 14:15,buy,1345.22,1342.66,1350.35,1342.66,-1.000,sl,3.50
2018-04-16 16:45,2018-04-17 06:00,buy,1348.79,1345.20,1355.97,1345.20,-1.000,sl,12.25
2018-04-17 08:45,2018-04-17 10:45,buy,1346.26,1344.45,1349.88,1344.45,-1.000,sl,2.00
2018-04-17 22:15,2018-04-18 03:00,buy,1347.55,1345.63,1351.38,1345.63,-1.000,sl,3.75
2018-04-18 10:30,2018-04-18 13:45,buy,1345.00,1342.69,1349.61,1349.61,2.000,tp,3.25
2018-04-18 19:30,2018-04-18 22:00,buy,1351.80,1347.96,1359.47,1347.96,-1.000,sl,2.50
2018-04-19 05:45,2018-04-19 12:15,buy,1351.54,1349.45,1355.73,1349.45,-1.000,sl,6.50
2018-04-19 14:45,2018-04-19 15:15,buy,1350.80,1347.29,1357.83,1347.29,-1.000,sl,0.50
2018-05-02 01:45,2018-05-02 03:00,sell,1304.47,1306.01,1301.39,1306.01,-1.000,sl,1.25
2018-05-02 08:00,2018-05-02 09:30,sell,1308.63,1310.40,1305.10,1310.40,-1.000,sl,1.50
2018-05-02 14:30,2018-05-02 16:30,sell,1309.19,1310.88,1305.81,1305.81,2.000,tp,2.00
2018-05-02 22:15,2018-05-03 04:30,sell,1305.89,1309.98,1297.72,1309.98,-1.000,sl,5.25
2018-05-03 10:00,2018-05-03 10:15,sell,1306.66,1308.47,1303.03,1308.47,-1.000,sl,0.25
2018-05-08 13:15,2018-05-08 15:00,sell,1308.98,1311.56,1303.82,1311.56,-1.000,sl,1.75
2018-05-09 06:45,2018-05-09 10:00,sell,1310.52,1312.85,1305.87,1305.87,2.000,tp,3.25
2018-05-09 13:00,2018-05-09 13:45,sell,1306.01,1308.63,1300.77,1308.63,-1.000,sl,0.75
2018-05-15 12:45,2018-05-15 14:45,sell,1309.61,1311.26,1306.31,1306.31,2.000,tp,2.00
2018-05-15 23:15,2018-05-16 05:30,sell,1291.89,1294.49,1286.69,1294.49,-1.000,sl,5.25
2018-05-16 11:30,2018-05-16 14:30,sell,1293.46,1295.45,1289.47,1289.47,2.000,tp,3.00
2018-05-16 17:45,2018-05-16 19:45,sell,1288.06,1291.71,1280.75,1291.71,-1.000,sl,2.00
2018-05-17 02:15,2018-05-17 02:45,sell,1290.79,1291.92,1288.54,1291.92,-1.000,sl,0.50
2018-05-17 09:00,2018-05-17 13:15,sell,1290.31,1292.06,1286.81,1286.81,2.000,tp,4.25
2018-05-17 16:30,2018-05-17 19:45,sell,1288.41,1291.63,1281.96,1291.63,-1.000,sl,3.25
2018-05-17 22:30,2018-05-18 12:45,sell,1289.73,1291.41,1286.38,1286.38,2.000,tp,13.25
2018-05-18 12:45,2018-05-18 14:45,sell,1286.05,1288.00,1282.15,1288.00,-1.000,sl,2.00
2018-05-21 01:45,2018-05-21 02:45,sell,1290.34,1291.69,1287.63,1291.69,-1.000,sl,1.00
2018-05-21 08:00,2018-05-21 09:15,sell,1287.44,1288.75,1284.82,1284.82,2.000,tp,1.25
2018-05-21 14:00,2018-05-21 14:15,sell,1283.94,1285.50,1280.82,1285.50,-1.000,sl,0.25
2018-06-01 19:45,2018-06-04 20:45,sell,1295.26,1298.33,1289.12,1292.92,0.762,time,24.00
2018-06-04 21:00,2018-06-05 18:00,sell,1292.47,1294.34,1288.73,1294.34,-1.000,sl,20.00
2018-06-13 01:30,2018-06-13 11:15,sell,1294.86,1296.01,1292.55,1292.55,2.000,tp,9.75
2018-06-13 11:15,2018-06-13 12:00,sell,1293.10,1294.57,1290.16,1294.57,-1.000,sl,0.75
2018-06-15 19:45,2018-06-18 04:15,sell,1276.20,1281.76,1265.08,1281.76,-1.000,sl,7.50
2018-06-18 05:30,2018-06-18 11:15,sell,1279.63,1281.33,1276.23,1281.33,-1.000,sl,5.75
2018-06-18 12:45,2018-06-19 03:00,sell,1280.12,1282.00,1276.36,1282.00,-1.000,sl,13.25
2018-06-19 09:00,2018-06-19 09:45,sell,1281.52,1282.77,1279.03,1279.03,2.000,tp,0.75
2018-06-19 15:00,2018-06-19 15:15,sell,1270.12,1272.92,1264.52,1272.92,-1.000,sl,0.25
2018-06-19 21:45,2018-06-20 13:30,sell,1275.01,1277.11,1270.80,1270.80,2.000,tp,14.75
2018-06-20 18:15,2018-06-20 21:30,sell,1273.58,1276.10,1268.53,1268.53,2.000,tp,3.25
2018-06-21 02:15,2018-06-21 03:45,sell,1268.39,1269.75,1265.67,1269.75,-1.000,sl,1.50
2018-06-21 09:00,2018-06-21 10:30,sell,1263.21,1264.87,1259.89,1264.87,-1.000,sl,1.50
2018-06-21 15:00,2018-06-21 15:15,sell,1262.02,1264.45,1257.17,1264.45,-1.000,sl,0.25
2018-06-21 22:45,2018-06-22 04:00,sell,1267.07,1268.76,1263.70,1268.76,-1.000,sl,4.25
2018-06-22 07:00,2018-06-22 08:45,sell,1267.26,1268.86,1264.05,1268.86,-1.000,sl,1.75
2018-06-22 13:00,2018-06-22 17:45,sell,1268.68,1270.79,1264.47,1270.79,-1.000,sl,4.75
2018-06-22 19:45,2018-06-25 01:30,sell,1268.32,1270.52,1263.93,1270.52,-1.000,sl,4.25
2018-06-25 05:45,2018-06-25 08:30,sell,1269.03,1270.76,1265.57,1265.57,2.000,tp,2.75
2018-06-25 15:45,2018-06-26 10:30,sell,1267.03,1269.38,1262.33,1262.33,2.000,tp,17.75
2018-06-26 10:30,2018-06-26 11:00,sell,1261.74,1263.38,1258.47,1258.47,2.000,tp,0.50
2018-06-26 20:15,2018-06-27 21:15,sell,1257.62,1260.31,1252.24,1254.82,1.041,time,24.00
2018-06-27 21:30,2018-06-28 09:30,sell,1253.81,1255.78,1249.86,1249.86,2.000,tp,11.00
2018-06-28 09:30,2018-06-28 12:45,sell,1249.88,1251.53,1246.58,1251.53,-1.000,sl,3.25
2018-06-28 16:30,2018-06-28 21:00,sell,1251.21,1253.55,1246.53,1246.53,2.000,tp,4.50
2018-06-28 23:30,2018-06-29 06:45,sell,1247.54,1249.48,1243.66,1249.48,-1.000,sl,6.25
2018-06-29 10:00,2018-06-29 12:00,sell,1249.92,1251.74,1246.28,1251.74,-1.000,sl,2.00
2018-06-29 16:00,2018-06-29 19:00,sell,1250.53,1252.66,1246.26,1252.66,-1.000,sl,3.00
2018-06-29 22:00,2018-07-02 01:15,sell,1251.27,1253.37,1247.08,1253.37,-1.000,sl,2.25
2018-07-02 05:30,2018-07-02 16:00,sell,1250.83,1252.58,1247.33,1247.33,2.000,tp,10.50
2018-07-02 16:00,2018-07-02 19:15,sell,1247.06,1249.11,1242.97,1242.97,2.000,tp,3.25
2018-07-03 02:30,2018-07-03 04:30,sell,1241.94,1243.57,1238.69,1238.69,2.000,tp,2.00
2018-07-10 12:45,2018-07-10 14:00,sell,1252.64,1254.82,1248.28,1248.28,2.000,tp,1.25
2018-07-10 19:45,2018-07-11 02:45,sell,1254.12,1256.35,1249.65,1256.35,-1.000,sl,6.00
2018-07-11 03:00,2018-07-11 04:00,sell,1254.53,1256.25,1251.10,1251.10,2.000,tp,1.00
2018-07-11 10:00,2018-07-11 11:15,sell,1251.42,1253.30,1247.67,1253.30,-1.000,sl,1.25
2018-07-11 16:15,2018-07-11 19:45,sell,1250.30,1252.95,1245.00,1245.00,2.000,tp,3.50
2018-07-11 22:15,2018-07-12 08:00,sell,1242.45,1244.70,1237.95,1244.70,-1.000,sl,8.75
2018-07-12 08:45,2018-07-12 09:45,sell,1242.92,1244.23,1240.30,1244.23,-1.000,sl,1.00
2018-07-12 21:45,2018-07-13 04:15,sell,1245.90,1247.58,1242.53,1247.58,-1.000,sl,5.50
2018-07-13 05:00,2018-07-13 10:15,sell,1246.33,1247.78,1243.43,1243.43,2.000,tp,5.25
2018-07-13 11:30,2018-07-13 15:45,sell,1240.32,1242.48,1236.00,1242.48,-1.000,sl,4.25
2018-07-13 19:30,2018-07-16 04:30,sell,1241.20,1243.81,1235.97,1243.81,-1.000,sl,8.00
2018-07-16 05:00,2018-07-16 06:15,sell,1241.60,1243.47,1237.85,1243.47,-1.000,sl,1.25
2018-07-16 15:15,2018-07-16 17:30,sell,1242.83,1244.44,1239.61,1239.61,2.000,tp,2.25
2018-07-16 21:15,2018-07-17 07:00,sell,1239.84,1241.70,1236.13,1241.70,-1.000,sl,8.75
2018-07-17 14:00,2018-07-17 16:00,sell,1240.91,1242.42,1237.90,1237.90,2.000,tp,2.00
2018-07-18 06:00,2018-07-18 08:30,sell,1227.53,1229.04,1224.50,1224.50,2.000,tp,2.50
2018-07-18 13:15,2018-07-18 15:30,sell,1222.50,1224.89,1217.73,1224.89,-1.000,sl,2.25
2018-07-19 01:00,2018-07-19 03:00,sell,1226.56,1227.77,1224.15,1227.77,-1.000,sl,2.00
2018-07-19 07:00,2018-07-19 10:30,sell,1224.63,1226.55,1220.80,1220.80,2.000,tp,3.50
2018-07-19 18:15,2018-07-19 20:00,sell,1216.38,1218.76,1211.63,1218.76,-1.000,sl,1.75
2018-07-20 03:30,2018-07-20 04:00,sell,1221.52,1223.14,1218.27,1223.14,-1.000,sl,0.50
2018-07-23 23:00,2018-07-24 04:15,sell,1224.21,1225.82,1220.99,1220.99,2.000,tp,4.25
2018-07-24 06:15,2018-07-24 10:30,sell,1221.97,1224.55,1216.80,1224.55,-1.000,sl,4.25
2018-07-24 18:45,2018-07-25 04:30,sell,1224.04,1227.08,1217.95,1227.08,-1.000,sl,8.75
2018-07-25 06:00,2018-07-25 08:30,sell,1223.51,1225.63,1219.27,1225.63,-1.000,sl,2.50
2018-07-26 21:00,2018-07-27 11:15,sell,1223.92,1225.74,1220.27,1220.27,2.000,tp,13.25
2018-07-27 11:15,2018-07-27 15:30,sell,1219.55,1221.86,1214.92,1221.86,-1.000,sl,4.25
2018-07-27 21:15,2018-07-30 05:45,sell,1223.73,1225.83,1219.54,1219.54,2.000,tp,7.50
2018-07-30 05:45,2018-07-30 10:45,sell,1219.50,1221.38,1215.73,1221.38,-1.000,sl,5.00
2018-07-30 13:30,2018-07-30 14:15,sell,1221.27,1222.82,1218.16,1222.82,-1.000,sl,0.75
2018-07-30 20:00,2018-07-31 10:30,sell,1222.55,1224.24,1219.16,1219.16,2.000,tp,13.50
2018-07-31 10:30,2018-07-31 15:30,sell,1218.76,1220.97,1214.35,1220.97,-1.000,sl,5.00
2018-08-01 07:45,2018-08-01 11:15,sell,1220.52,1222.10,1217.35,1222.10,-1.000,sl,3.50
2018-08-01 14:45,2018-08-01 16:30,sell,1222.07,1223.67,1218.87,1218.87,2.000,tp,1.75
2018-08-01 21:30,2018-08-02 05:15,sell,1218.59,1220.87,1214.04,1220.87,-1.000,sl,6.75
2018-08-02 07:15,2018-08-02 09:00,sell,1218.66,1220.31,1215.35,1220.31,-1.000,sl,1.75
2018-08-02 14:45,2018-08-02 15:30,sell,1214.07,1216.33,1209.55,1216.33,-1.000,sl,0.75
2018-08-02 21:00,2018-08-02 23:15,sell,1211.47,1213.07,1208.28,1208.28,2.000,tp,2.25
2018-08-03 04:30,2018-08-03 13:15,sell,1206.71,1208.33,1203.48,1208.33,-1.000,sl,8.75
2018-08-03 23:30,2018-08-06 01:15,sell,1213.10,1214.30,1210.71,1214.30,-1.000,sl,0.75
2018-08-06 09:00,2018-08-06 13:15,sell,1212.87,1214.07,1210.47,1210.47,2.000,tp,4.25
2018-08-06 16:30,2018-08-06 17:30,sell,1209.09,1211.21,1204.84,1211.21,-1.000,sl,1.00
2018-08-06 23:00,2018-08-07 01:00,sell,1206.82,1208.07,1204.32,1208.07,-1.000,sl,1.00
2018-08-07 08:30,2018-08-07 08:45,sell,1209.32,1210.60,1206.77,1210.60,-1.000,sl,0.25
2018-08-07 20:00,2018-08-08 02:30,sell,1210.74,1212.52,1207.17,1212.52,-1.000,sl,5.50
2018-08-08 03:45,2018-08-08 04:00,sell,1210.79,1211.89,1208.60,1211.89,-1.000,sl,0.25
2018-08-08 14:45,2018-08-08 15:15,sell,1209.37,1211.15,1205.81,1211.15,-1.000,sl,0.50
2018-08-10 07:45,2018-08-10 08:45,sell,1210.84,1212.24,1208.03,1208.03,2.000,tp,1.00
2018-08-10 18:45,2018-08-13 10:30,sell,1211.81,1215.41,1204.60,1204.60,2.000,tp,14.75
2018-08-13 10:30,2018-08-13 14:00,sell,1204.28,1206.67,1199.51,1199.51,2.000,tp,3.50
2018-08-13 16:45,2018-08-14 17:45,sell,1199.45,1203.40,1191.56,1197.87,0.400,time,24.00
2018-08-14 19:00,2018-08-15 04:00,sell,1195.50,1197.55,1191.40,1191.40,2.000,tp,8.00
2018-08-15 05:00,2018-08-15 06:45,sell,1191.45,1193.11,1188.12,1188.12,2.000,tp,1.75
2018-08-15 11:30,2018-08-15 16:30,sell,1187.10,1189.43,1182.45,1182.45,2.000,tp,5.00
2018-08-15 17:45,2018-08-16 03:15,sell,1178.74,1182.66,1170.90,1170.90,2.000,tp,8.50
2018-08-16 06:15,2018-08-16 08:30,sell,1171.07,1176.68,1159.85,1176.68,-1.000,sl,2.25
2018-08-16 15:15,2018-08-16 16:45,sell,1177.85,1180.32,1172.92,1180.32,-1.000,sl,1.50
2018-08-16 21:45,2018-08-17 04:00,sell,1175.48,1178.04,1170.36,1178.04,-1.000,sl,5.25
2018-08-17 06:45,2018-08-17 11:00,sell,1176.00,1178.71,1170.59,1178.71,-1.000,sl,4.25
2018-08-17 13:00,2018-08-17 15:30,sell,1175.31,1178.13,1169.68,1178.13,-1.000,sl,2.50
2018-08-17 19:30,2018-08-17 21:45,sell,1177.42,1180.00,1172.25,1180.00,-1.000,sl,2.25
2018-08-23 12:00,2018-08-23 13:45,sell,1187.39,1190.14,1181.89,1190.14,-1.000,sl,1.75
2018-08-23 19:00,2018-08-24 11:15,sell,1187.48,1190.33,1181.78,1190.33,-1.000,sl,15.25
2018-09-04 20:45,2018-09-05 05:15,sell,1191.75,1194.34,1186.56,1194.34,-1.000,sl,7.50
2018-09-05 08:00,2018-09-05 08:45,sell,1191.89,1193.35,1188.97,1193.35,-1.000,sl,0.75
2018-09-05 14:45,2018-09-05 15:45,sell,1193.28,1195.21,1189.41,1195.21,-1.000,sl,1.00
2018-09-07 21:30,2018-09-10 16:00,sell,1195.05,1197.49,1190.17,1197.49,-1.000,sl,17.50
2018-09-10 20:00,2018-09-11 10:15,sell,1194.60,1196.69,1190.43,1196.69,-1.000,sl,13.25
2018-09-11 11:30,2018-09-11 15:30,sell,1194.81,1196.71,1191.00,1191.00,2.000,tp,4.00
2018-09-11 17:30,2018-09-11 18:45,sell,1190.79,1194.43,1183.50,1194.43,-1.000,sl,1.25
2018-09-12 04:45,2018-09-12 10:30,sell,1194.17,1195.59,1191.33,1195.59,-1.000,sl,5.75
2018-09-25 04:45,2018-09-25 06:00,sell,1198.00,1199.13,1195.75,1199.13,-1.000,sl,1.25
