date,trades,pl_pct,state
2025-06-04,6,-0.616,
2025-06-05,3,-1.040,stop
2025-06-06,4,-0.049,
2025-06-09,3,-1.377,stop
2025-06-10,2,1.127,target
2025-06-11,3,-1.099,stop
2025-06-12,7,-0.604,
2025-06-13,2,1.317,target
2025-06-16,6,-0.636,
2025-06-17,5,-1.297,stop
2025-06-18,5,-1.324,stop
2025-06-19,5,-0.158,
2025-06-20,5,-1.314,stop
2025-06-23,5,-0.145,
2025-06-24,2,1.365,target
2025-06-25,3,-1.229,stop
2025-06-26,6,0.167,
2025-06-27,2,1.329,target
2025-06-30,2,1.022,target
2025-07-01,6,1.302,target
2025-07-02,3,-1.493,stop
2025-07-03,3,0.242,
2025-07-04,2,-0.997,
2025-07-07,2,1.309,target
2025-07-08,3,-1.493,stop
2025-07-09,5,-1.043,stop
2025-07-10,3,0.795,
2025-07-11,5,-1.003,stop
2025-07-14,7,-0.057,
2025-07-15,3,-0.296,
2025-07-16,3,0.893,
2025-07-17,5,-1.263,stop
2025-07-18,3,-1.284,stop
2025-07-21,4,1.138,target
2025-07-22,3,-1.493,stop
2025-07-23,3,-1.493,stop
2025-07-24,3,-1.099,stop
2025-07-25,7,-1.057,stop
2025-07-28,6,0.417,
2025-07-29,3,-1.057,stop
2025-07-30,7,1.023,target
2025-07-31,3,-1.153,stop
2025-08-01,7,0.576,
2025-08-04,4,1.065,target
2025-08-05,5,-0.169,
2025-08-06,5,0.264,
2025-08-07,2,1.005,target
2025-08-08,3,-1.237,stop
2025-08-11,2,1.347,target
2025-08-12,2,1.341,target
2025-08-13,3,-1.170,stop
2025-08-14,2,1.230,target
2025-08-15,3,-1.137,stop
2025-08-18,7,-0.083,
2025-08-19,5,-1.109,stop
2025-08-20,3,-1.040,stop
2025-08-21,3,-0.351,
2025-08-22,3,-1.279,stop
2025-08-25,3,-1.284,stop
2025-08-26,6,0.411,
2025-08-27,3,-1.174,stop
2025-08-28,5,0.968,
2025-08-29,3,-1.201,stop
2025-09-01,2,1.265,target
2025-09-02,5,1.098,target
2025-09-03,6,0.555,
2025-09-04,3,-0.301,
2025-09-05,3,-1.151,stop
2025-09-08,4,1.284,target
2025-09-09,2,1.331,target
2025-09-10,5,-1.322,stop
2025-09-11,2,1.342,target
2025-09-12,2,1.234,target
2025-10-15,3,0.183,
2025-10-16,3,-1.051,stop
2025-10-17,4,-0.779,
2025-10-20,4,1.074,target
2025-10-21,2,1.183,target
2025-10-22,4,0.455,
2025-10-23,5,-0.072,
2025-10-24,3,-1.356,stop
2025-10-27,6,-0.566,
2025-10-28,2,1.043,target
2025-10-29,5,1.010,target
2025-10-30,5,0.396,
2025-10-31,3,-0.295,
2025-11-03,4,1.215,target
2025-11-04,3,-1.338,stop
2025-11-05,3,-1.493,stop
2025-11-06,2,1.384,target
2025-11-07,4,-0.812,
2025-11-10,4,1.267,target
2025-11-11,2,1.372,target
2025-11-12,2,1.129,target
2025-11-13,2,1.053,target
2025-11-14,4,1.227,target
2025-11-17,6,-0.579,
2025-11-18,5,-0.162,
2025-11-19,6,-0.590,
2025-11-20,4,-0.784,
2025-11-21,3,-1.139,stop
2025-11-24,3,-1.246,stop
2025-11-25,3,-1.146,stop
2025-11-26,2,1.386,target
2025-11-27,3,-1.173,stop
2025-11-28,2,1.300,target
2025-12-01,4,0.422,
2025-12-02,4,1.632,target
2025-12-03,3,-0.303,
2025-12-04,4,-0.798,
2025-12-05,2,1.391,target
2025-12-08,2,0.205,
2025-12-09,4,-0.713,
2025-12-10,3,-1.190,stop
2025-12-11,3,-1.493,stop
2025-12-12,2,1.359,target
2025-12-15,5,1.108,target
2025-12-16,4,-0.792,
2025-12-17,2,1.052,target
2025-12-18,3,-1.493,stop
2025-12-19,3,0.888,
2025-12-22,2,1.022,target
2025-12-23,2,1.401,target
2025-12-24,5,-1.295,stop
2025-12-26,2,1.100,target
2025-12-29,2,1.424,target
2025-12-30,3,-1.101,stop
2025-12-31,4,0.040,
2026-01-02,4,1.124,target
2026-01-05,5,1.149,target
2026-01-06,5,-1.284,stop
2026-01-07,5,-0.087,
2026-01-08,6,0.426,
2026-01-09,4,1.240,target
2026-01-12,2,1.420,target
2026-01-13,2,-0.997,
2026-01-22,2,0.938,
2026-01-23,3,-1.048,stop
2026-01-26,5,-1.028,stop
2026-01-27,4,1.158,target
2026-01-28,2,1.089,target
2026-01-29,5,-1.261,stop
2026-01-30,5,1.225,target
