open,close,dir,tag,r,why,hold_h
2017-08-31 19:45,2017-08-31 22:00,buy,trend,1.000,tp,2.25
2017-08-31 18:45,2017-08-31 22:15,buy,trend,1.000,tp,3.50
2017-08-31 20:45,2017-08-31 22:30,buy,trend,1.000,tp,1.75
2017-08-31 21:45,2017-09-01 02:45,buy,trend,0.093,time,4.00
2017-08-31 22:45,2017-09-01 03:45,buy,trend,-0.544,time,4.00
2017-08-31 23:45,2017-09-01 04:45,buy,trend,-0.501,time,4.00
2017-09-01 01:45,2017-09-01 05:45,buy,trend,-0.317,time,4.00
2017-09-01 02:45,2017-09-01 06:45,buy,trend,-0.321,time,4.00
2017-09-01 03:45,2017-09-01 07:45,buy,trend,-0.399,time,4.00
2017-09-01 04:45,2017-09-01 08:45,buy,trend,-0.048,time,4.00
2017-09-01 05:45,2017-09-01 09:45,buy,trend,-0.245,time,4.00
2017-09-01 06:45,2017-09-01 10:45,buy,trend,-0.415,time,4.00
2017-09-01 07:45,2017-09-01 11:45,buy,trend,-0.305,time,4.00
2017-09-01 08:45,2017-09-01 12:45,buy,trend,-0.362,time,4.00
2017-09-01 09:45,2017-09-01 13:45,buy,trend,0.000,time,4.00
2017-09-01 10:45,2017-09-01 14:45,buy,trend,0.470,time,4.00
2017-09-01 12:45,2017-09-01 14:45,buy,trend,1.000,tp,2.00
2017-09-01 13:45,2017-09-01 14:45,buy,trend,1.000,tp,1.00
2017-09-01 11:45,2017-09-01 15:30,buy,trend,1.000,tp,3.75
2017-09-01 14:45,2017-09-01 15:30,buy,trend,1.000,tp,0.75
2017-09-01 15:45,2017-09-01 16:15,buy,trend,1.000,tp,0.50
2017-09-01 16:45,2017-09-01 17:15,buy,trend,-1.000,sl,0.50
2017-09-01 17:45,2017-09-01 21:45,buy,trend,0.688,time,4.00
2017-09-01 18:45,2017-09-01 22:45,buy,trend,0.489,time,4.00
2017-09-01 19:45,2017-09-01 23:45,buy,trend,0.412,time,4.00
2017-09-01 20:45,2017-09-04 01:00,buy,trend,1.000,tp,3.25
2017-09-01 21:45,2017-09-04 01:00,buy,trend,1.000,tp,2.25
2017-09-01 22:45,2017-09-04 01:00,buy,trend,1.000,tp,1.25
2017-09-01 23:45,2017-09-04 01:00,buy,trend,1.000,tp,0.25
2017-09-04 01:45,2017-09-04 05:45,buy,trend,-0.331,time,4.00
2017-09-04 02:45,2017-09-04 06:45,buy,trend,-0.430,time,4.00
2017-09-04 03:45,2017-09-04 07:45,buy,trend,-0.270,time,4.00
2017-09-04 04:45,2017-09-04 08:45,buy,trend,0.229,time,4.00
2017-09-04 05:45,2017-09-04 09:45,buy,trend,0.628,time,4.00
2017-09-04 06:45,2017-09-04 10:00,buy,trend,1.000,tp,3.25
2017-09-04 07:45,2017-09-04 10:00,buy,trend,1.000,tp,2.25
2017-09-04 09:45,2017-09-04 11:45,buy,trend,-1.000,sl,2.00
2017-09-04 10:45,2017-09-04 11:45,buy,trend,-1.000,sl,1.00
2017-09-04 08:45,2017-09-04 12:45,buy,trend,-0.132,time,4.00
2017-09-04 11:45,2017-09-04 15:45,buy,trend,-0.473,time,4.00
2017-09-04 12:45,2017-09-04 16:45,buy,trend,-0.168,time,4.00
2017-09-04 13:45,2017-09-04 17:45,buy,trend,-0.045,time,4.00
2017-09-04 14:45,2017-09-04 18:45,buy,trend,-0.055,time,4.00
2017-09-04 15:45,2017-09-04 19:45,buy,trend,-0.061,time,4.00
2017-09-04 16:45,2017-09-05 01:45,buy,trend,-0.191,time,4.00
2017-09-04 17:45,2017-09-05 02:45,buy,trend,-0.549,time,4.00
2017-09-04 18:45,2017-09-05 03:45,buy,trend,-0.057,time,4.00
2017-09-04 19:45,2017-09-05 04:45,buy,trend,0.393,time,4.00
2017-09-05 01:45,2017-09-05 04:45,buy,trend,1.000,tp,3.00
2017-09-05 02:45,2017-09-05 04:45,buy,trend,1.000,tp,2.00
2017-09-05 03:45,2017-09-05 05:15,buy,trend,1.000,tp,1.50
2017-09-05 04:45,2017-09-05 08:45,buy,trend,0.006,time,4.00
2017-09-05 05:45,2017-09-05 09:45,buy,trend,-0.097,time,4.00
2017-09-05 06:45,2017-09-05 10:30,buy,trend,-1.000,sl,3.75
2017-09-05 07:45,2017-09-05 10:30,buy,trend,-1.000,sl,2.75
2017-09-05 08:45,2017-09-05 10:30,buy,trend,-1.000,sl,1.75
2017-09-05 09:45,2017-09-05 10:45,buy,trend,-1.000,sl,1.00
2017-09-05 10:45,2017-09-05 14:15,buy,trend,-1.000,sl,3.50
2017-09-05 11:45,2017-09-05 14:15,buy,trend,-1.000,sl,2.50
2017-09-05 12:45,2017-09-05 14:15,buy,trend,-1.000,sl,1.50
2017-09-05 13:45,2017-09-05 14:15,buy,trend,-1.000,sl,0.50
2017-09-05 14:45,2017-09-05 16:30,buy,trend,1.000,tp,1.75
2017-09-05 15:45,2017-09-05 16:30,buy,trend,1.000,tp,0.75
2017-09-05 16:45,2017-09-05 20:00,buy,trend,1.000,tp,3.25
2017-09-05 17:45,2017-09-05 21:15,buy,trend,1.000,tp,3.50
2017-09-05 18:45,2017-09-05 21:15,buy,trend,1.000,tp,2.50
2017-09-05 19:45,2017-09-05 21:45,buy,trend,1.000,tp,2.00
2017-09-05 20:45,2017-09-05 21:45,buy,trend,1.000,tp,1.00
2017-09-05 21:45,2017-09-05 23:15,buy,trend,-1.000,sl,1.50
2017-09-05 22:45,2017-09-06 03:45,buy,trend,-0.109,time,4.00
2017-09-05 23:45,2017-09-06 04:45,buy,trend,-0.222,time,4.00
2017-09-06 01:45,2017-09-06 05:45,buy,trend,-0.570,time,4.00
2017-09-06 02:45,2017-09-06 06:45,buy,trend,-0.767,time,4.00
2017-09-06 03:45,2017-09-06 07:45,buy,trend,-0.440,time,4.00
2017-09-06 04:45,2017-09-06 08:45,buy,trend,-0.074,time,4.00
2017-09-06 05:45,2017-09-06 09:45,buy,trend,-0.193,time,4.00
2017-09-06 06:45,2017-09-06 10:45,buy,trend,-0.134,time,4.00
2017-09-06 07:45,2017-09-06 11:45,buy,trend,0.152,time,4.00
2017-09-06 10:45,2017-09-06 12:30,buy,trend,1.000,tp,1.75
2017-09-06 08:45,2017-09-06 12:45,buy,trend,0.158,time,4.00
2017-09-06 09:45,2017-09-06 13:45,buy,trend,0.102,time,4.00
2017-09-06 11:45,2017-09-06 15:45,buy,trend,-0.069,time,4.00
2017-09-06 12:45,2017-09-06 16:45,buy,trend,-0.426,time,4.00
2017-09-06 13:45,2017-09-06 17:30,buy,trend,-1.000,sl,3.75
2017-09-06 14:45,2017-09-06 17:30,buy,trend,-1.000,sl,2.75
2017-09-06 15:45,2017-09-06 17:30,buy,trend,-1.000,sl,1.75
2017-09-06 16:45,2017-09-06 19:45,buy,trend,-1.000,sl,3.00
2017-09-06 17:45,2017-09-06 19:45,buy,trend,-1.000,sl,2.00
2017-09-06 18:45,2017-09-06 19:45,buy,trend,-1.000,sl,1.00
2017-09-06 19:45,2017-09-06 23:45,buy,trend,0.170,time,4.00
2017-09-06 20:45,2017-09-07 01:45,buy,trend,-0.322,time,4.00
2017-09-06 21:45,2017-09-07 02:45,buy,trend,0.004,time,4.00
2017-09-06 22:45,2017-09-07 03:45,buy,trend,-0.236,time,4.00
2017-09-06 23:45,2017-09-07 04:45,buy,trend,-0.027,time,4.00
2017-09-07 01:45,2017-09-07 05:45,buy,trend,0.139,time,4.00
2017-09-07 02:45,2017-09-07 06:45,buy,trend,0.288,time,4.00
2017-09-07 03:45,2017-09-07 07:45,buy,trend,0.314,time,4.00
2017-09-07 04:45,2017-09-07 08:45,buy,trend,0.449,time,4.00
2017-09-07 05:45,2017-09-07 09:45,buy,trend,0.207,time,4.00
2017-09-07 06:45,2017-09-07 10:45,buy,trend,0.632,time,4.00
2017-09-07 07:45,2017-09-07 11:30,buy,trend,1.000,tp,3.75
2017-09-07 09:45,2017-09-07 11:45,buy,trend,1.000,tp,2.00
2017-09-07 08:45,2017-09-07 12:30,buy,trend,1.000,tp,3.75
2017-09-07 10:45,2017-09-07 14:45,buy,trend,0.324,time,4.00
2017-09-07 11:45,2017-09-07 15:30,buy,trend,1.000,tp,3.75
2017-09-07 12:45,2017-09-07 15:30,buy,trend,1.000,tp,2.75
2017-09-07 13:45,2017-09-07 15:30,buy,trend,1.000,tp,1.75
2017-09-07 14:45,2017-09-07 15:30,buy,trend,1.000,tp,0.75
2017-09-07 15:45,2017-09-07 16:00,buy,trend,-1.000,sl,0.25
2017-09-07 16:45,2017-09-07 18:00,buy,trend,1.000,tp,1.25
2017-09-07 17:45,2017-09-07 19:45,buy,trend,-1.000,sl,2.00
2017-09-07 18:45,2017-09-07 19:45,buy,trend,-1.000,sl,1.00
2017-09-07 19:45,2017-09-07 22:15,buy,trend,1.000,tp,2.50
2017-09-07 20:45,2017-09-08 01:45,buy,trend,0.196,time,4.00
2017-09-07 21:45,2017-09-08 02:45,buy,trend,0.637,time,4.00
2017-09-07 22:45,2017-09-08 03:45,buy,trend,0.198,time,4.00
2017-09-07 23:45,2017-09-08 04:45,buy,trend,-0.143,time,4.00
2017-09-08 01:45,2017-09-08 05:45,buy,trend,1.000,tp,4.00
2017-09-08 02:45,2017-09-08 06:45,buy,trend,0.764,time,4.00
2017-09-08 03:45,2017-09-08 07:45,buy,trend,0.752,time,4.00
2017-09-08 04:45,2017-09-08 08:00,buy,trend,1.000,tp,3.25
2017-09-08 05:45,2017-09-08 09:45,buy,trend,0.448,time,4.00
2017-09-08 06:45,2017-09-08 10:45,buy,trend,-0.116,time,4.00
2017-09-08 07:45,2017-09-08 11:45,buy,trend,-0.565,time,4.00
2017-09-08 08:45,2017-09-08 12:00,buy,trend,-1.000,sl,3.25
2017-09-08 09:45,2017-09-08 12:00,buy,trend,-1.000,sl,2.25
2017-09-08 10:45,2017-09-08 14:45,buy,trend,0.011,time,4.00
2017-09-08 13:45,2017-09-08 15:15,buy,trend,-1.000,sl,1.50
2017-09-08 11:45,2017-09-08 15:45,buy,trend,-0.664,time,4.00
2017-09-08 12:45,2017-09-08 15:45,buy,trend,-1.000,sl,3.00
2017-09-08 14:45,2017-09-08 15:45,buy,trend,-1.000,sl,1.00
2017-09-08 15:45,2017-09-08 17:45,buy,trend,-1.000,sl,2.00
2017-09-08 16:45,2017-09-08 20:45,buy,trend,-0.024,time,4.00
2017-09-08 17:45,2017-09-08 21:45,buy,trend,0.484,time,4.00
2017-09-08 18:45,2017-09-08 22:45,buy,trend,-0.248,time,4.00
2017-09-08 19:45,2017-09-08 23:45,buy,trend,-0.119,time,4.00
2017-09-08 20:45,2017-09-11 01:00,buy,trend,-1.000,sl,3.25
2017-09-08 21:45,2017-09-11 01:00,buy,trend,-1.000,sl,2.25
2017-09-08 22:45,2017-09-11 01:00,buy,trend,-1.000,sl,1.25
2017-09-08 23:45,2017-09-11 01:00,buy,trend,-1.000,sl,0.25
2017-09-11 01:45,2017-09-11 05:45,buy,trend,0.410,time,4.00
2017-09-11 02:45,2017-09-11 06:45,buy,trend,-0.079,time,4.00
2017-09-11 03:45,2017-09-11 07:45,buy,trend,-0.013,time,4.00
2017-09-11 04:45,2017-09-11 08:45,buy,trend,0.111,time,4.00
2017-09-15 03:45,2017-09-15 07:45,buy,trend,-0.415,time,4.00
2017-09-15 04:45,2017-09-15 08:45,buy,trend,-0.047,time,4.00
2017-09-15 05:45,2017-09-15 09:45,buy,trend,-0.260,time,4.00
2017-09-15 06:45,2017-09-15 10:00,buy,trend,-1.000,sl,3.25
2017-09-15 07:45,2017-09-15 10:00,buy,trend,-1.000,sl,2.25
2017-09-15 08:45,2017-09-15 10:00,buy,trend,-1.000,sl,1.25
2017-09-15 09:45,2017-09-15 10:00,buy,trend,-1.000,sl,0.25
2017-09-25 20:45,2017-09-26 01:45,buy,trend,-0.034,time,4.00
2017-09-25 21:45,2017-09-26 02:45,buy,trend,-0.132,time,4.00
2017-09-25 22:45,2017-09-26 03:45,buy,trend,-0.152,time,4.00
2017-09-25 23:45,2017-09-26 04:45,buy,trend,0.047,time,4.00
2017-09-26 01:45,2017-09-26 05:45,buy,trend,0.321,time,4.00
2017-09-26 02:45,2017-09-26 06:45,buy,trend,0.861,time,4.00
2017-09-26 03:45,2017-09-26 07:45,buy,trend,0.555,time,4.00
2017-09-26 04:45,2017-09-26 08:45,buy,trend,0.042,time,4.00
2017-09-26 05:45,2017-09-26 09:45,buy,trend,-0.236,time,4.00
2017-09-26 06:45,2017-09-26 10:00,buy,trend,-1.000,sl,3.25
2017-09-26 07:45,2017-09-26 10:00,buy,trend,-1.000,sl,2.25
2017-09-26 08:45,2017-09-26 10:45,buy,trend,-1.000,sl,2.00
2017-09-26 09:45,2017-09-26 10:45,buy,trend,-1.000,sl,1.00
2017-10-09 04:45,2017-10-09 08:45,buy,trend,0.658,time,4.00
2017-10-09 05:45,2017-10-09 09:45,buy,trend,-0.382,time,4.00
2017-10-09 08:45,2017-10-09 10:00,buy,trend,-1.000,sl,1.25
2017-10-09 06:45,2017-10-09 10:45,buy,trend,-0.496,time,4.00
2017-10-09 07:45,2017-10-09 11:45,buy,trend,-0.125,time,4.00
2017-10-09 09:45,2017-10-09 13:45,buy,trend,0.293,time,4.00
2017-10-09 11:45,2017-10-09 15:45,buy,trend,-0.610,time,4.00
2017-10-09 12:45,2017-10-09 16:45,buy,trend,-0.399,time,4.00
2017-10-09 13:45,2017-10-09 17:00,buy,trend,-1.000,sl,3.25
2017-10-09 14:45,2017-10-09 17:00,buy,trend,-1.000,sl,2.25
2017-10-09 15:45,2017-10-09 19:45,buy,trend,0.176,time,4.00
2017-10-09 16:45,2017-10-09 20:45,buy,trend,0.255,time,4.00
2017-10-09 17:45,2017-10-09 21:45,buy,trend,0.275,time,4.00
2017-10-09 18:45,2017-10-09 22:15,buy,trend,1.000,tp,3.50
2017-10-09 19:45,2017-10-09 22:15,buy,trend,1.000,tp,2.50
2017-10-09 20:45,2017-10-10 01:45,buy,trend,0.307,time,4.00
2017-10-09 21:45,2017-10-10 02:45,buy,trend,-0.020,time,4.00
2017-10-09 22:45,2017-10-10 03:45,buy,trend,-0.569,time,4.00
2017-10-10 02:45,2017-10-10 04:15,buy,trend,1.000,tp,1.50
2017-10-10 03:45,2017-10-10 04:15,buy,trend,1.000,tp,0.50
2017-10-09 23:45,2017-10-10 04:30,buy,trend,1.000,tp,3.75
2017-10-10 01:45,2017-10-10 04:30,buy,trend,1.000,tp,2.75
2017-10-10 04:45,2017-10-10 08:45,buy,trend,0.105,time,4.00
2017-10-10 05:45,2017-10-10 09:45,buy,trend,0.200,time,4.00
2017-10-10 06:45,2017-10-10 10:45,buy,trend,0.020,time,4.00
2017-10-10 07:45,2017-10-10 11:45,buy,trend,0.442,time,4.00
2017-10-10 08:45,2017-10-10 12:45,buy,trend,1.000,tp,4.00
2017-10-10 09:45,2017-10-10 13:00,buy,trend,1.000,tp,3.25
2017-10-10 10:45,2017-10-10 13:00,buy,trend,1.000,tp,2.25
2017-10-10 11:45,2017-10-10 14:30,buy,trend,1.000,tp,2.75
2017-10-10 14:45,2017-10-10 15:30,buy,trend,-1.000,sl,0.75
2017-10-10 12:45,2017-10-10 16:45,buy,trend,1.000,tp,4.00
2017-10-10 15:45,2017-10-10 16:45,buy,trend,1.000,tp,1.00
2017-10-10 13:45,2017-10-10 17:45,buy,trend,1.000,tp,4.00
2017-10-10 17:45,2017-10-10 19:30,buy,trend,-1.000,sl,1.75
2017-10-10 16:45,2017-10-10 20:45,buy,trend,-0.779,time,4.00
2017-10-10 18:45,2017-10-10 22:45,buy,trend,-0.869,time,4.00
2017-10-10 19:45,2017-10-10 23:45,buy,trend,-0.720,time,4.00
2017-10-10 20:45,2017-10-11 01:45,buy,trend,-0.148,time,4.00
2017-10-10 21:45,2017-10-11 02:45,buy,trend,0.114,time,4.00
2017-10-10 22:45,2017-10-11 03:45,buy,trend,0.395,time,4.00
2017-10-10 23:45,2017-10-11 04:45,buy,trend,0.129,time,4.00
2017-10-11 03:45,2017-10-11 05:00,buy,trend,-1.000,sl,1.25
2017-10-11 01:45,2017-10-11 05:45,buy,trend,-0.379,time,4.00
2017-10-11 02:45,2017-10-11 06:45,buy,trend,-0.710,time,4.00
2017-10-11 04:45,2017-10-11 08:45,buy,trend,-0.175,time,4.00
2017-10-11 05:45,2017-10-11 09:45,buy,trend,0.046,time,4.00
2017-10-11 06:45,2017-10-11 10:45,buy,trend,0.505,time,4.00
2017-10-11 07:45,2017-10-11 11:45,buy,trend,1.000,tp,4.00
2017-10-11 08:45,2017-10-11 12:45,buy,trend,0.324,time,4.00
2017-10-11 09:45,2017-10-11 13:45,buy,trend,0.423,time,4.00
2017-10-11 10:45,2017-10-11 14:45,buy,trend,0.299,time,4.00
2017-10-11 11:45,2017-10-11 15:45,buy,trend,0.364,time,4.00
2017-10-11 12:45,2017-10-11 16:45,buy,trend,-0.064,time,4.00
2017-10-11 15:45,2017-10-11 17:15,buy,trend,-1.000,sl,1.50
2017-10-11 13:45,2017-10-11 17:45,buy,trend,-0.628,time,4.00
2017-10-11 14:45,2017-10-11 18:00,buy,trend,-1.000,sl,3.25
2017-10-11 16:45,2017-10-11 18:30,buy,trend,-1.000,sl,1.75
2017-10-11 17:45,2017-10-11 19:15,buy,trend,-1.000,sl,1.50
2017-10-11 18:45,2017-10-11 19:15,buy,trend,-1.000,sl,0.50
2017-10-11 19:45,2017-10-11 21:00,buy,trend,1.000,tp,1.25
2017-10-11 20:45,2017-10-11 21:00,buy,trend,1.000,tp,0.25
2017-10-11 21:45,2017-10-12 02:45,buy,trend,0.658,time,4.00
2017-10-11 22:45,2017-10-12 03:45,buy,trend,0.148,time,4.00
2017-10-11 23:45,2017-10-12 04:45,buy,trend,0.258,time,4.00
2017-10-12 01:45,2017-10-12 05:45,buy,trend,0.248,time,4.00
2017-10-12 02:45,2017-10-12 06:45,buy,trend,0.634,time,4.00
2017-10-12 03:45,2017-10-12 07:45,buy,trend,0.302,time,4.00
2017-10-12 04:45,2017-10-12 08:45,buy,trend,0.861,time,4.00
2017-10-12 05:45,2017-10-12 09:45,buy,trend,0.260,time,4.00
2017-10-12 06:45,2017-10-12 10:45,buy,trend,0.440,time,4.00
2017-10-12 07:45,2017-10-12 11:45,buy,trend,0.241,time,4.00
2017-10-12 08:45,2017-10-12 12:45,buy,trend,-0.709,time,4.00
2017-10-12 09:45,2017-10-12 13:45,buy,trend,-0.074,time,4.00
2017-10-12 10:45,2017-10-12 14:45,buy,trend,-0.610,time,4.00
2017-10-12 11:45,2017-10-12 15:30,buy,trend,-1.000,sl,3.75
2017-10-12 13:45,2017-10-12 15:30,buy,trend,-1.000,sl,1.75
2017-10-12 14:45,2017-10-12 15:30,buy,trend,-1.000,sl,0.75
2017-10-12 12:45,2017-10-12 15:45,buy,trend,-1.000,sl,3.00
2017-10-12 15:45,2017-10-12 19:45,buy,trend,0.240,time,4.00
2017-10-12 16:45,2017-10-12 20:45,buy,trend,1.000,tp,4.00
2017-10-12 17:45,2017-10-12 21:45,buy,trend,-0.172,time,4.00
2017-10-12 18:45,2017-10-12 22:45,buy,trend,0.278,time,4.00
2017-10-12 19:45,2017-10-12 23:45,buy,trend,-0.003,time,4.00
2017-10-12 20:45,2017-10-13 01:45,buy,trend,-0.159,time,4.00
2017-10-12 21:45,2017-10-13 02:45,buy,trend,0.061,time,4.00
2017-10-12 22:45,2017-10-13 03:45,buy,trend,0.178,time,4.00
2017-10-12 23:45,2017-10-13 04:45,buy,trend,0.385,time,4.00
2017-10-13 01:45,2017-10-13 05:45,buy,trend,0.435,time,4.00
2017-10-13 02:45,2017-10-13 06:45,buy,trend,0.588,time,4.00
2017-10-13 03:45,2017-10-13 07:45,buy,trend,0.367,time,4.00
2017-10-13 04:45,2017-10-13 08:45,buy,trend,0.308,time,4.00
2017-10-13 07:45,2017-10-13 09:30,buy,trend,1.000,tp,1.75
2017-10-13 08:45,2017-10-13 09:30,buy,trend,1.000,tp,0.75
2017-10-13 05:45,2017-10-13 09:45,buy,trend,0.241,time,4.00
2017-10-13 06:45,2017-10-13 10:45,buy,trend,-0.226,time,4.00
2017-10-13 09:45,2017-10-13 11:15,buy,trend,-1.000,sl,1.50
2017-10-13 10:45,2017-10-13 11:30,buy,trend,-1.000,sl,0.75
2017-10-13 11:45,2017-10-13 14:15,buy,trend,-1.000,sl,2.50
2017-10-13 12:45,2017-10-13 15:15,buy,trend,-1.000,sl,2.50
2017-10-13 13:45,2017-10-13 15:15,buy,trend,-1.000,sl,1.50
2017-10-13 14:45,2017-10-13 15:30,buy,trend,1.000,tp,0.75
2017-10-13 15:45,2017-10-13 19:45,buy,trend,0.129,time,4.00
2017-10-13 16:45,2017-10-13 20:45,buy,trend,0.151,time,4.00
2017-10-13 17:45,2017-10-13 21:45,buy,trend,0.595,time,4.00
2017-10-13 18:45,2017-10-13 22:45,buy,trend,0.829,time,4.00
2017-10-13 19:45,2017-10-13 23:45,buy,trend,0.508,time,4.00
2017-10-13 20:45,2017-10-16 01:45,buy,trend,-0.171,time,4.00
2017-10-13 21:45,2017-10-16 02:45,buy,trend,0.511,time,4.00
2017-10-13 22:45,2017-10-16 03:45,buy,trend,-0.349,time,4.00
2017-10-13 23:45,2017-10-16 04:45,buy,trend,-0.464,time,4.00
2017-10-16 01:45,2017-10-16 05:45,buy,trend,0.073,time,4.00
2017-10-16 02:45,2017-10-16 06:45,buy,trend,-0.504,time,4.00
2017-10-16 03:45,2017-10-16 07:45,buy,trend,-0.157,time,4.00
2017-10-16 04:45,2017-10-16 08:45,buy,trend,0.125,time,4.00
2017-10-16 05:45,2017-10-16 09:45,buy,trend,0.248,time,4.00
2017-10-16 06:45,2017-10-16 10:15,buy,trend,1.000,tp,3.50
2017-10-16 07:45,2017-10-16 10:15,buy,trend,1.000,tp,2.50
2017-10-16 08:45,2017-10-16 10:15,buy,trend,1.000,tp,1.50
2017-10-16 09:45,2017-10-16 13:45,buy,trend,0.475,time,4.00
2017-10-16 10:45,2017-10-16 14:45,buy,trend,0.135,time,4.00
2017-10-16 11:45,2017-10-16 15:45,buy,trend,0.571,time,4.00
2017-10-16 14:45,2017-10-16 16:15,buy,trend,-1.000,sl,1.50
2017-10-16 13:45,2017-10-16 16:30,buy,trend,-1.000,sl,2.75
2017-10-16 15:45,2017-10-16 16:30,buy,trend,-1.000,sl,0.75
2017-10-16 12:45,2017-10-16 16:45,buy,trend,-0.302,time,4.00
2017-10-16 16:45,2017-10-16 20:15,buy,trend,-1.000,sl,3.50
2017-10-16 17:45,2017-10-16 20:15,buy,trend,-1.000,sl,2.50
2017-10-16 18:45,2017-10-16 20:15,buy,trend,-1.000,sl,1.50
2017-10-16 19:45,2017-10-16 20:15,buy,trend,-1.000,sl,0.50
2017-10-16 20:45,2017-10-16 21:00,buy,trend,-1.000,sl,0.25
2017-10-16 21:45,2017-10-16 22:00,buy,trend,-1.000,sl,0.25
2017-10-16 22:45,2017-10-17 03:45,buy,trend,-0.279,time,4.00
2017-10-17 01:45,2017-10-17 04:30,buy,trend,-1.000,sl,2.75
2017-10-16 23:45,2017-10-17 04:45,buy,trend,-0.581,time,4.00
2017-10-17 02:45,2017-10-17 06:45,buy,trend,-0.600,time,4.00
2017-10-17 03:45,2017-10-17 07:45,buy,trend,-0.373,time,4.00
2017-10-17 04:45,2017-10-17 08:45,buy,trend,-0.297,time,4.00
2017-10-20 01:45,2017-10-20 04:30,buy,trend,-1.000,sl,2.75
2017-10-20 02:45,2017-10-20 04:30,buy,trend,-1.000,sl,1.75
2017-10-20 03:45,2017-10-20 04:30,buy,trend,-1.000,sl,0.75
2017-10-19 23:45,2017-10-20 04:45,buy,trend,-1.000,sl,4.00
2017-10-30 18:45,2017-10-30 20:45,buy,trend,-1.000,sl,2.00
2017-10-31 01:45,2017-10-31 05:45,buy,trend,-0.504,time,4.00
2017-10-31 08:45,2017-10-31 12:15,buy,trend,-1.000,sl,3.50
2017-11-01 11:45,2017-11-01 14:15,buy,trend,-1.000,sl,2.50
2017-11-01 12:45,2017-11-01 14:15,buy,trend,-1.000,sl,1.50
2017-11-01 13:45,2017-11-01 15:15,buy,trend,-1.000,sl,1.50
2017-11-01 16:45,2017-11-01 20:45,buy,trend,-0.750,time,4.00
2017-11-01 17:45,2017-11-01 21:45,buy,trend,-0.367,time,4.00
2017-11-01 18:45,2017-11-01 22:45,buy,trend,-0.524,time,4.00
2017-11-02 02:45,2017-11-02 06:45,buy,trend,0.477,time,4.00
2017-11-02 03:45,2017-11-02 07:45,buy,trend,-0.448,time,4.00
2017-11-02 04:45,2017-11-02 08:45,buy,trend,-0.205,time,4.00
2017-11-02 05:45,2017-11-02 09:45,buy,trend,-0.722,time,4.00
2017-11-02 06:45,2017-11-02 10:00,buy,trend,-1.000,sl,3.25
2017-11-02 08:45,2017-11-02 10:45,buy,trend,-1.000,sl,2.00
2017-11-02 07:45,2017-11-02 11:45,buy,trend,-0.617,time,4.00
2017-11-02 09:45,2017-11-02 13:45,buy,trend,-1.000,sl,4.00
2017-11-02 11:45,2017-11-02 15:45,buy,trend,0.202,time,4.00
2017-11-02 14:45,2017-11-02 16:00,buy,trend,1.000,tp,1.25
2017-11-02 15:45,2017-11-02 16:00,buy,trend,1.000,tp,0.25
2017-11-02 16:45,2017-11-02 18:00,buy,trend,-1.000,sl,1.25
2017-11-02 17:45,2017-11-02 18:00,buy,trend,-1.000,sl,0.25
2017-11-02 18:45,2017-11-02 22:45,buy,trend,-0.105,time,4.00
2017-11-02 19:45,2017-11-03 01:45,buy,trend,0.086,time,4.00
2017-11-02 20:45,2017-11-03 02:45,buy,trend,0.075,time,4.00
2017-11-02 22:45,2017-11-03 04:45,buy,trend,0.023,time,4.00
2017-11-03 01:45,2017-11-03 05:45,buy,trend,-0.333,time,4.00
2017-11-03 02:45,2017-11-03 06:45,buy,trend,-0.303,time,4.00
2017-11-03 03:45,2017-11-03 07:45,buy,trend,-0.148,time,4.00
2017-11-03 04:45,2017-11-03 08:45,buy,trend,-0.369,time,4.00
2017-11-03 05:45,2017-11-03 09:45,buy,trend,-0.586,time,4.00
2017-11-03 06:45,2017-11-03 10:45,buy,trend,-0.538,time,4.00
2017-11-03 07:45,2017-11-03 11:45,buy,trend,-0.682,time,4.00
2017-11-03 15:45,2017-11-03 16:00,buy,trend,-1.000,sl,0.25
2017-11-03 14:45,2017-11-03 16:30,buy,trend,-1.000,sl,1.75
2017-11-06 20:45,2017-11-07 01:45,buy,trend,-0.486,time,4.00
2017-11-06 21:45,2017-11-07 02:45,buy,trend,-0.126,time,4.00
2017-11-06 22:45,2017-11-07 03:45,buy,trend,-0.637,time,4.00
2017-11-06 23:45,2017-11-07 04:45,buy,trend,-0.570,time,4.00
2017-11-07 01:45,2017-11-07 05:45,buy,trend,-0.183,time,4.00
2017-11-07 02:45,2017-11-07 06:45,buy,trend,-0.571,time,4.00
2017-11-07 03:45,2017-11-07 07:45,buy,trend,-0.071,time,4.00
2017-11-07 04:45,2017-11-07 08:45,buy,trend,-0.398,time,4.00
2017-11-07 05:45,2017-11-07 09:45,buy,trend,-0.322,time,4.00
2017-11-07 06:45,2017-11-07 10:30,buy,trend,-1.000,sl,3.75
2017-11-07 07:45,2017-11-07 10:30,buy,trend,-1.000,sl,2.75
2017-11-07 08:45,2017-11-07 10:30,buy,trend,-1.000,sl,1.75
2017-11-07 09:45,2017-11-07 10:30,buy,trend,-1.000,sl,0.75
2017-11-07 10:45,2017-11-07 14:45,buy,trend,0.122,time,4.00
2017-11-07 11:45,2017-11-07 15:45,buy,trend,1.000,tp,4.00
2017-11-07 13:45,2017-11-07 15:45,buy,trend,1.000,tp,2.00
2017-11-07 12:45,2017-11-07 16:15,buy,trend,1.000,tp,3.50
