open,close,dir,entry,sl,tp,exit,r,why,hold_h
2024-03-06 15:45,2024-03-06 17:00,buy,2139.47,2139.77,2157.34,2139.77,0.050,sl,1.25
2024-03-06 21:45,2024-03-07 22:45,buy,2144.41,2144.83,2169.60,2158.51,1.679,time,24.00
2024-03-07 23:15,2024-03-08 02:45,buy,2159.55,2159.72,2169.68,2159.72,0.050,sl,2.50
2024-03-08 15:30,2024-03-08 15:45,buy,2180.86,2172.55,2205.79,2172.55,-1.000,sl,0.25
2024-03-08 21:30,2024-03-11 04:15,buy,2177.70,2178.25,2210.99,2178.25,0.050,sl,6.75
2024-03-11 15:30,2024-03-11 16:00,buy,2183.78,2178.23,2200.42,2178.23,-1.000,sl,0.50
2024-03-11 22:15,2024-03-12 05:00,buy,2182.12,2178.03,2194.36,2178.03,-1.000,sl,5.75
2024-03-20 20:45,2024-03-21 00:15,buy,2181.97,2182.46,2211.40,2211.40,3.000,tp,2.50
2024-03-26 15:00,2024-03-26 15:30,buy,2191.79,2184.73,2212.97,2184.73,-1.000,sl,0.50
2024-03-26 22:45,2024-03-27 03:30,buy,2178.77,2175.81,2187.62,2175.81,-1.000,sl,3.75
2024-03-27 15:30,2024-03-28 10:00,buy,2190.55,2190.92,2213.18,2190.92,0.050,sl,17.50
2024-03-28 16:30,2024-04-01 01:00,buy,2212.00,2212.55,2245.14,2245.14,3.000,tp,6.50
2024-04-01 15:30,2024-04-01 16:45,buy,2252.27,2245.06,2273.90,2245.06,-1.000,sl,1.25
2024-04-01 22:45,2024-04-02 07:45,buy,2244.79,2245.02,2258.43,2258.43,3.000,tp,8.00
2024-04-02 16:30,2024-04-02 17:45,buy,2262.11,2262.51,2286.19,2262.51,0.050,sl,1.25
2024-04-02 22:30,2024-04-03 04:00,buy,2276.51,2276.87,2297.85,2276.87,0.050,sl,4.50
2024-04-03 15:45,2024-04-03 17:30,buy,2275.06,2275.39,2294.83,2275.39,0.050,sl,1.75
2024-04-03 22:45,2024-04-04 04:15,buy,2297.57,2297.85,2314.29,2297.85,0.050,sl,4.50
2024-04-04 20:45,2024-04-04 22:00,buy,2294.12,2294.45,2313.86,2294.45,0.050,sl,1.25
2024-04-05 15:15,2024-04-05 15:30,buy,2295.42,2289.40,2313.48,2289.40,-1.000,sl,0.25
2024-04-05 23:15,2024-04-08 01:00,buy,2324.80,2319.34,2341.16,2319.34,-1.000,sl,0.75
2024-04-08 20:15,2024-04-09 11:30,buy,2332.28,2332.71,2358.51,2358.51,3.000,tp,14.25
2024-04-09 16:30,2024-04-09 17:30,buy,2354.69,2345.51,2382.21,2345.51,-1.000,sl,1.00
2024-04-09 22:30,2024-04-10 12:15,buy,2349.51,2349.82,2368.44,2349.82,0.050,sl,12.75
2024-04-11 19:45,2024-04-12 01:15,buy,2349.92,2350.38,2377.76,2377.76,3.000,tp,4.50
2024-04-12 16:30,2024-04-12 18:00,buy,2402.69,2403.13,2429.14,2429.14,3.000,tp,1.50
2024-04-15 22:45,2024-04-16 09:30,buy,2386.48,2373.83,2424.41,2373.83,-1.000,sl,9.75
2024-04-16 15:30,2024-04-16 16:45,buy,2376.39,2368.62,2399.70,2368.62,-1.000,sl,1.25
2024-04-16 21:30,2024-04-17 08:30,buy,2392.56,2378.35,2435.19,2378.35,-1.000,sl,10.00
2024-04-17 17:30,2024-04-17 18:15,buy,2394.19,2385.45,2420.40,2385.45,-1.000,sl,0.75
2024-04-18 15:00,2024-04-18 16:30,buy,2384.98,2385.25,2401.50,2385.25,0.050,sl,1.50
2024-04-18 22:00,2024-04-18 23:45,buy,2384.32,2377.08,2406.03,2377.08,-1.000,sl,1.75
2024-04-19 17:45,2024-04-22 04:15,buy,2391.28,2380.04,2425.01,2380.04,-1.000,sl,9.50
2024-05-14 19:30,2024-05-15 15:30,buy,2352.32,2352.74,2377.67,2377.67,3.000,tp,19.00
