open,close,dir,entry,sl,tp,exit,r,reason,hold_h,level,sigma,lambda
2009-12-01 12:00,2009-12-03 04:15,buy,1194.14,1179.32,1224.85,1224.85,2.072,tp,38.0,3,0.01081,0.000
2010-01-04 16:00,2010-01-11 01:30,buy,1121.30,1097.51,1155.92,1155.92,1.455,tp,98.5,3,0.01491,0.000
2010-01-11 04:00,2010-01-12 18:45,buy,1155.62,1138.25,1184.70,1138.25,-1.000,sl,37.8,3,0.01143,0.000
2010-02-16 20:00,2010-02-18 01:30,buy,1119.55,1100.58,1149.54,1100.58,-1.000,sl,25.8,3,0.01246,0.000
2010-03-02 20:00,2010-03-09 11:30,buy,1135.98,1118.50,1167.25,1118.50,-1.000,sl,101.8,3,0.01221,0.000
2010-03-31 16:00,2010-04-06 16:15,buy,1115.64,1103.33,1135.82,1135.82,1.640,tp,84.8,3,0.00825,0.000
2010-04-09 20:00,2010-04-13 10:30,buy,1159.98,1150.24,1182.43,1150.24,-1.000,sl,34.8,3,0.00784,0.000
2010-04-20 16:00,2010-04-23 14:45,buy,1145.41,1135.50,1166.57,1135.50,-1.000,sl,43.0,3,0.00766,0.000
2010-04-26 01:00,2010-04-27 15:00,buy,1157.62,1146.40,1179.62,1146.40,-1.000,sl,36.2,3,0.00812,0.000
2010-04-30 16:00,2010-05-05 03:15,buy,1179.49,1166.60,1201.06,1166.60,-1.000,sl,53.5,3,0.00827,0.000
2010-06-07 20:00,2010-06-10 15:15,buy,1240.61,1219.58,1271.50,1219.58,-1.000,sl,61.5,3,0.01192,0.000
2010-06-17 16:00,2010-06-23 15:45,buy,1244.95,1228.85,1273.48,1228.85,-1.000,sl,88.0,3,0.01017,0.000
2010-07-13 16:00,2010-07-16 14:15,buy,1215.98,1196.55,1247.12,1196.55,-1.000,sl,64.5,3,0.01184,0.000
2010-07-22 16:00,2010-07-23 21:30,buy,1199.80,1184.78,1233.13,1184.78,-1.000,sl,27.8,3,0.01143,0.000
2010-07-30 20:00,2010-08-06 15:00,buy,1180.48,1167.80,1207.32,1207.32,2.116,tp,105.2,3,0.00948,0.000
2010-08-06 16:00,2010-08-10 13:30,buy,1208.89,1194.67,1233.34,1194.67,-1.000,sl,41.8,3,0.00907,0.000
2010-08-12 16:00,2010-08-25 10:45,buy,1212.94,1197.85,1237.68,1237.68,1.639,tp,193.0,3,0.00931,0.000
2010-08-31 20:00,2010-09-10 14:45,buy,1249.57,1236.69,1267.96,1236.69,-1.000,sl,166.8,3,0.00708,0.000
2010-09-28 20:00,2010-10-05 09:45,buy,1307.75,1294.12,1326.91,1326.91,1.406,tp,100.0,3,0.00710,0.000
2010-10-05 12:00,2010-10-06 06:30,buy,1325.51,1314.95,1346.90,1346.90,2.025,tp,16.8,3,0.00681,0.000
2010-10-25 12:00,2010-10-26 15:30,buy,1345.09,1328.18,1377.41,1328.18,-1.000,sl,25.0,3,0.01038,0.000
2010-10-28 20:00,2010-11-04 13:30,buy,1342.65,1324.72,1374.20,1374.20,1.760,tp,104.5,3,0.01046,0.000
2010-11-30 20:00,2010-12-06 21:45,buy,1385.30,1366.65,1424.97,1424.97,2.127,tp,92.5,3,0.01195,0.000
2010-12-14 08:00,2010-12-15 14:30,buy,1404.65,1385.70,1433.20,1385.70,-1.000,sl,29.5,3,0.00960,0.000
2010-12-28 16:00,2011-01-04 16:00,buy,1400.08,1383.29,1430.09,1383.29,-1.000,sl,22.5,3,0.00948,0.000
2011-02-03 20:00,2011-02-16 18:00,buy,1351.18,1334.82,1378.40,1378.40,1.664,tp,196.2,3,0.00915,0.000
2011-02-21 12:00,2011-03-01 20:30,buy,1402.55,1389.79,1431.15,1431.15,2.241,tp,139.0,3,0.00834,0.000
2011-03-04 16:00,2011-03-10 15:30,buy,1425.93,1415.70,1444.98,1415.70,-1.000,sl,88.0,3,0.00579,0.000
2011-03-11 20:00,2011-03-15 05:00,buy,1423.16,1411.45,1443.62,1411.45,-1.000,sl,29.2,3,0.00638,0.000
2011-03-18 08:00,2011-03-23 15:30,buy,1413.09,1402.10,1438.11,1438.11,2.277,tp,71.0,3,0.00719,0.000
2011-03-23 16:00,2011-03-24 20:00,buy,1440.00,1428.31,1465.37,1428.31,-1.000,sl,25.8,3,0.00727,0.000
2011-03-31 16:00,2011-04-01 14:30,buy,1437.60,1422.60,1460.56,1422.60,-1.000,sl,20.5,3,0.00747,0.000
2011-04-08 20:00,2011-04-12 02:15,buy,1473.95,1457.80,1500.06,1457.80,-1.000,sl,26.5,3,0.00812,0.000
2011-04-14 20:00,2011-04-19 18:00,buy,1471.95,1456.97,1498.28,1498.28,1.758,tp,57.0,3,0.00794,0.000
2011-04-27 20:00,2011-04-29 18:15,buy,1523.00,1505.90,1548.88,1548.88,1.513,tp,42.5,3,0.00799,0.000
2011-05-11 01:00,2011-05-12 09:00,buy,1513.10,1495.00,1550.25,1495.00,-1.000,sl,31.2,3,0.01035,0.000
2011-05-23 01:00,2011-06-06 15:45,buy,1513.10,1493.40,1553.48,1542.25,1.480,time,240.0,3,0.01127,0.000
2011-06-20 01:00,2011-06-23 15:15,buy,1539.63,1529.25,1563.43,1529.25,-1.000,sl,83.5,3,0.00626,0.000
2011-07-06 20:00,2011-07-11 15:15,buy,1529.65,1515.51,1555.05,1555.05,1.797,tp,64.5,3,0.00731,0.000
2011-07-13 01:00,2011-07-18 01:00,buy,1568.14,1553.43,1595.18,1595.18,1.838,tp,69.2,3,0.00753,0.000
2011-07-25 08:00,2011-08-02 22:00,buy,1614.75,1600.85,1645.49,1645.49,2.211,tp,152.2,3,0.00781,0.000
2011-08-05 12:00,2011-08-08 06:30,buy,1667.35,1646.86,1698.63,1698.63,1.527,tp,17.8,3,0.00881,0.000
2011-08-10 12:00,2011-08-11 01:15,buy,1759.43,1738.40,1802.40,1802.40,2.043,tp,12.5,3,0.01031,0.000
2011-08-16 01:00,2011-08-18 15:30,buy,1765.58,1742.98,1816.38,1816.38,2.248,tp,60.8,3,0.01180,0.000
2011-08-18 16:00,2011-08-19 10:45,buy,1817.19,1790.62,1866.90,1866.90,1.871,tp,18.0,3,0.01193,0.000
2011-08-22 08:00,2011-08-23 19:30,buy,1876.56,1851.51,1932.91,1851.51,-1.000,sl,34.8,3,0.01232,0.000
2011-08-30 16:00,2011-09-06 06:45,buy,1824.91,1786.78,1907.32,1907.32,2.161,tp,101.5,3,0.01890,0.000
2011-09-08 16:00,2011-09-12 19:15,buy,1858.82,1816.93,1937.51,1816.93,-1.000,sl,49.5,3,0.01859,0.000
2011-10-11 01:00,2011-10-18 16:45,buy,1676.32,1636.48,1754.62,1636.48,-1.000,sl,131.0,3,0.02022,0.000
2011-11-03 20:00,2011-11-10 17:30,buy,1763.48,1735.59,1817.67,1735.59,-1.000,sl,111.5,3,0.01325,0.000
2011-11-11 20:00,2011-11-16 16:30,buy,1787.11,1758.18,1843.06,1758.18,-1.000,sl,65.2,3,0.01352,0.000
2011-11-30 16:00,2011-12-06 05:30,buy,1744.56,1715.05,1795.41,1715.05,-1.000,sl,81.8,3,0.01313,0.000
2012-01-03 12:00,2012-01-10 15:00,buy,1589.56,1564.11,1638.31,1638.31,1.915,tp,118.2,3,0.01329,0.000
2012-01-10 16:00,2012-01-25 03:15,buy,1636.47,1610.63,1686.57,1666.57,1.165,time,240.0,3,0.01321,0.000
2012-01-25 20:00,2012-01-27 18:00,buy,1690.35,1665.65,1731.33,1731.33,1.659,tp,44.2,3,0.01105,0.000
2012-02-22 01:00,2012-02-29 17:45,buy,1759.70,1734.44,1798.93,1734.44,-1.000,sl,132.0,3,0.01041,0.000
2012-03-27 01:00,2012-03-28 20:00,buy,1690.91,1661.26,1740.90,1661.26,-1.000,sl,42.2,3,0.01343,0.000
2012-04-11 01:00,2012-04-17 16:45,buy,1659.28,1640.23,1697.48,1640.23,-1.000,sl,107.0,3,0.00978,0.000
2012-05-18 12:00,2012-05-22 12:00,buy,1587.71,1573.60,1619.40,1573.60,-1.000,sl,46.2,3,0.00815,0.000
2012-06-01 16:00,2012-06-01 20:30,buy,1581.65,1560.90,1622.54,1622.54,1.971,tp,4.8,3,0.01106,0.000
2012-07-03 16:00,2012-07-06 11:45,buy,1616.13,1597.02,1654.67,1597.02,-1.000,sl,61.2,3,0.01011,0.000
2012-07-13 20:00,2012-07-18 15:30,buy,1591.90,1571.38,1624.31,1571.38,-1.000,sl,64.8,3,0.00944,0.000
2012-07-25 16:00,2012-08-09 04:15,buy,1601.99,1580.53,1632.80,1615.55,0.632,time,240.0,3,0.00926,0.000
2012-08-16 20:00,2012-08-21 17:00,buy,1615.51,1603.17,1640.92,1640.92,2.059,tp,66.2,3,0.00660,0.000
2012-09-06 12:00,2012-09-07 05:30,buy,1709.37,1692.80,1734.12,1692.80,-1.000,sl,16.8,3,0.00684,0.000
2012-09-21 16:00,2012-09-24 03:15,buy,1786.76,1768.50,1816.49,1768.50,-1.000,sl,10.5,3,0.00760,0.000
2012-10-04 20:00,2012-10-05 15:30,buy,1792.54,1777.46,1825.83,1777.46,-1.000,sl,18.8,3,0.00762,0.000
2012-10-31 16:00,2012-11-02 06:45,buy,1719.48,1708.62,1742.11,1708.62,-1.000,sl,35.0,3,0.00549,0.000
2012-11-09 01:00,2012-11-15 14:30,buy,1731.82,1717.18,1763.19,1717.18,-1.000,sl,105.8,3,0.00751,0.000
2012-11-19 16:00,2012-11-28 15:15,buy,1731.46,1713.57,1757.21,1713.57,-1.000,sl,153.8,3,0.00713,0.000
2012-12-10 16:00,2012-12-13 02:45,buy,1715.68,1703.59,1742.70,1703.59,-1.000,sl,56.0,3,0.00643,0.000
2013-01-02 16:00,2013-01-03 20:15,buy,1689.66,1674.87,1717.46,1674.87,-1.000,sl,27.5,3,0.00712,0.000
2013-01-10 20:00,2013-01-11 16:45,buy,1676.84,1657.57,1704.67,1657.57,-1.000,sl,20.0,3,0.00796,0.000
2013-01-15 20:00,2013-01-17 16:00,buy,1683.57,1667.59,1715.94,1667.59,-1.000,sl,42.2,3,0.00812,0.000
2013-01-30 20:00,2013-01-31 16:45,buy,1678.79,1663.65,1708.80,1663.65,-1.000,sl,20.0,3,0.00760,0.000
2013-03-18 16:00,2013-03-25 14:15,buy,1610.00,1591.95,1638.61,1591.95,-1.000,sl,109.5,3,0.00821,0.000
2013-04-09 20:00,2013-04-10 16:45,buy,1585.78,1573.53,1611.06,1573.53,-1.000,sl,20.0,3,0.00668,0.000
2013-04-26 01:00,2013-05-10 10:45,buy,1466.77,1431.45,1528.20,1456.64,-0.287,time,240.0,3,0.01893,0.000
2013-05-30 20:00,2013-05-31 17:00,buy,1413.48,1393.51,1456.32,1393.51,-1.000,sl,20.2,3,0.01262,0.000
2013-06-03 20:00,2013-06-07 16:15,buy,1413.12,1387.64,1452.58,1387.64,-1.000,sl,88.5,3,0.01311,0.000
2013-07-11 04:00,2013-07-22 20:00,buy,1282.50,1257.61,1335.04,1335.04,2.111,tp,177.2,3,0.01725,0.000
2013-08-12 20:00,2013-08-15 21:00,buy,1336.93,1314.24,1369.16,1369.16,1.421,tp,70.2,3,0.01171,0.000
2013-08-23 20:00,2013-09-02 01:15,buy,1396.08,1375.72,1440.29,1375.72,-1.000,sl,119.5,3,0.01315,0.000
2013-09-03 20:00,2013-09-04 16:00,buy,1409.26,1391.84,1449.21,1391.84,-1.000,sl,19.2,3,0.01155,0.000
2013-10-17 12:00,2013-10-22 18:00,buy,1305.65,1282.52,1344.33,1344.33,1.672,tp,75.2,3,0.01350,0.000
2013-12-06 16:00,2013-12-06 21:30,buy,1237.62,1224.81,1266.27,1224.81,-1.000,sl,5.8,3,0.00948,0.000
2014-02-03 20:00,2014-02-11 03:00,buy,1259.63,1243.85,1282.70,1282.70,1.462,tp,121.2,3,0.00875,0.000
2014-02-11 20:00,2014-02-14 13:45,buy,1290.16,1274.59,1314.83,1314.83,1.584,tp,63.0,3,0.00884,0.000
2014-02-14 16:00,2014-02-26 08:30,buy,1316.06,1302.72,1344.38,1344.38,2.123,tp,173.2,3,0.00896,0.000
2014-03-06 20:00,2014-03-07 15:30,buy,1349.12,1336.84,1372.12,1336.84,-1.000,sl,18.8,3,0.00739,0.000
2014-03-17 01:00,2014-03-17 20:15,buy,1382.52,1366.30,1407.81,1366.30,-1.000,sl,19.5,3,0.00851,0.000
2014-04-04 16:00,2014-04-10 11:45,buy,1299.13,1286.49,1323.26,1323.26,1.909,tp,88.0,3,0.00801,0.000
2014-05-02 20:00,2014-05-12 01:45,buy,1298.59,1283.97,1321.54,1283.97,-1.000,sl,120.0,3,0.00820,0.000
2014-05-12 16:00,2014-05-16 15:30,buy,1300.82,1288.62,1327.35,1288.62,-1.000,sl,91.8,3,0.00842,0.000
2014-06-10 16:00,2014-06-16 04:00,buy,1261.32,1252.43,1279.92,1279.92,2.092,tp,80.2,3,0.00615,0.000
2014-06-19 16:00,2014-06-19 19:30,buy,1289.14,1277.46,1305.23,1305.23,1.378,tp,3.8,3,0.00609,0.000
2014-07-01 01:00,2014-07-03 15:15,buy,1327.42,1315.88,1349.79,1315.88,-1.000,sl,60.5,3,0.00722,0.000
2014-07-10 16:00,2014-07-14 08:30,buy,1340.15,1327.75,1362.43,1327.75,-1.000,sl,38.8,3,0.00732,0.000
2014-08-06 16:00,2014-08-08 09:30,buy,1302.27,1288.49,1321.74,1321.74,1.413,tp,39.8,3,0.00723,0.000
2014-08-28 16:00,2014-09-02 05:30,buy,1292.77,1282.31,1310.37,1282.31,-1.000,sl,55.0,3,0.00613,0.000
2014-10-08 12:00,2014-10-08 18:00,buy,1218.36,1208.60,1239.83,1208.60,-1.000,sl,6.2,3,0.00724,0.000
2014-10-09 01:00,2014-10-15 16:30,buy,1221.35,1208.60,1242.27,1242.27,1.641,tp,107.8,3,0.00780,0.000
2014-10-15 20:00,2014-10-17 17:15,buy,1244.07,1231.74,1268.12,1231.74,-1.000,sl,43.5,3,0.00827,0.000
2014-12-16 16:00,2014-12-16 17:45,buy,1211.43,1192.14,1245.97,1192.14,-1.000,sl,2.0,3,0.01265,0.000
2014-12-26 16:00,2015-01-02 14:15,buy,1195.31,1174.38,1228.53,1174.38,-1.000,sl,77.5,3,0.01292,0.000
2015-01-06 01:00,2015-01-12 20:15,buy,1204.57,1188.82,1232.83,1232.83,1.794,tp,111.5,3,0.01037,0.000
2015-01-16 20:00,2015-01-22 18:15,buy,1276.61,1262.31,1306.74,1306.74,2.107,tp,62.2,3,0.00986,0.000
2015-01-30 20:00,2015-02-03 17:30,buy,1275.58,1257.30,1302.94,1257.30,-1.000,sl,43.8,3,0.01017,0.000
2015-02-26 12:00,2015-02-27 10:00,buy,1219.24,1204.51,1249.06,1204.51,-1.000,sl,21.2,3,0.01036,0.000
2015-03-20 20:00,2015-03-26 10:00,buy,1184.38,1170.81,1209.90,1209.90,1.881,tp,78.2,3,0.00935,0.000
2015-04-13 01:00,2015-04-14 09:15,buy,1207.49,1194.15,1231.25,1194.15,-1.000,sl,31.5,3,0.00870,0.000
2015-05-12 16:00,2015-05-14 13:15,buy,1195.34,1183.66,1219.56,1219.56,2.074,tp,43.5,3,0.00850,0.000
2015-06-29 04:00,2015-06-29 16:30,buy,1185.71,1175.18,1201.07,1175.18,-1.000,sl,12.8,3,0.00617,0.000
