open,close,dir,entry,sl,tp,exit,r,reason,hold_min
2022-10-03 07:15,2022-10-03 07:15,sell,1662.71,1664.48,1660.69,1664.48,-1.000,sl,15
2022-10-03 12:45,2022-10-03 12:45,sell,1660.11,1662.96,1656.47,1661.60,-0.524,lock_stop,15
2022-10-04 06:45,2022-10-04 06:45,buy,1700.42,1698.48,1702.70,1698.48,-1.000,sl,15
2022-10-04 09:00,2022-10-04 09:45,buy,1703.50,1701.03,1706.59,1706.59,1.247,tp,60
2022-10-04 10:15,2022-10-04 11:15,buy,1709.35,1706.62,1712.81,1706.62,-1.000,sl,75
2022-10-04 13:30,2022-10-04 13:45,buy,1710.81,1707.57,1715.05,1707.57,-1.000,sl,30
2022-10-04 16:00,2022-10-04 16:15,buy,1712.20,1708.78,1716.71,1708.78,-1.000,sl,30
2022-10-05 08:15,2022-10-05 08:15,buy,1722.20,1720.15,1724.64,1720.15,-1.000,sl,15
2022-10-05 09:30,2022-10-05 09:45,buy,1723.29,1720.90,1726.25,1726.25,1.238,tp,30
2022-10-05 11:30,2022-10-05 11:30,sell,1710.99,1714.48,1706.38,1714.48,-1.000,sl,15
2022-10-05 12:45,2022-10-05 13:00,sell,1709.62,1713.16,1704.93,1704.93,1.324,tp,30
2022-10-06 02:30,2022-10-06 03:00,buy,1718.52,1716.98,1720.21,1720.21,1.095,tp,45
2022-10-06 03:30,2022-10-06 03:45,buy,1722.66,1721.03,1724.49,1721.03,-1.000,sl,30
2022-10-06 06:15,2022-10-06 06:30,buy,1724.38,1722.10,1727.18,1722.10,-1.000,sl,30
2022-10-06 14:00,2022-10-06 14:00,sell,1712.89,1715.93,1708.95,1715.93,-1.000,sl,15
2022-10-06 14:30,2022-10-06 14:30,sell,1712.41,1715.66,1708.15,1714.75,-0.719,lock_stop,15
2022-10-07 01:15,2022-10-07 02:00,sell,1711.04,1712.71,1709.16,1712.71,-1.000,sl,60
2022-10-07 09:45,2022-10-07 10:00,sell,1709.21,1711.23,1706.80,1711.23,-1.000,sl,30
2022-10-07 13:15,2022-10-07 13:30,sell,1708.95,1711.64,1705.53,1709.35,-0.148,lock_stop,30
2022-10-10 03:30,2022-10-10 03:45,sell,1695.19,1697.00,1693.11,1693.11,1.154,tp,30
2022-10-10 06:00,2022-10-10 06:15,sell,1691.41,1693.77,1688.49,1688.49,1.235,tp,30
2022-10-11 05:15,2022-10-11 05:15,sell,1662.23,1664.64,1659.24,1664.64,-1.000,sl,15
2022-10-11 12:45,2022-10-11 13:45,sell,1662.62,1665.64,1658.71,1665.64,-1.000,sl,75
2022-10-11 18:45,2022-10-11 20:15,buy,1679.22,1675.46,1684.23,1678.45,-0.205,lock_stop,105
2022-10-12 02:30,2022-10-12 03:00,sell,1664.79,1666.52,1662.82,1662.82,1.138,tp,45
2022-10-12 09:45,2022-10-12 09:45,buy,1674.89,1672.39,1678.01,1672.39,-1.000,sl,15
2022-10-12 16:00,2022-10-12 16:00,buy,1671.91,1669.11,1675.48,1669.11,-1.000,sl,15
2022-10-12 21:15,2022-10-12 21:30,buy,1677.72,1675.02,1681.15,1675.02,-1.000,sl,30
2022-10-13 09:00,2022-10-13 09:00,sell,1668.82,1670.03,1667.63,1670.03,-1.000,sl,15
2022-10-13 09:30,2022-10-13 09:45,sell,1667.76,1669.07,1666.41,1669.07,-1.000,sl,30
2022-10-13 12:15,2022-10-13 12:15,buy,1677.81,1675.53,1680.60,1676.30,-0.663,lock_stop,15
2022-10-14 02:45,2022-10-14 03:00,sell,1663.28,1664.77,1661.68,1664.77,-1.000,sl,30
2022-10-14 04:15,2022-10-14 04:30,sell,1660.41,1661.93,1658.76,1661.93,-1.000,sl,30
2022-10-14 09:30,2022-10-14 09:30,buy,1671.42,1669.31,1673.96,1670.83,-0.280,lock_stop,15
2022-10-17 07:15,2022-10-17 08:00,sell,1648.62,1650.40,1646.57,1650.40,-1.000,sl,60
2022-10-17 08:45,2022-10-17 09:15,buy,1652.79,1651.18,1654.58,1651.18,-1.000,sl,45
2022-10-17 11:00,2022-10-17 11:15,buy,1656.24,1653.62,1659.55,1653.62,-1.000,sl,30
2022-10-18 05:15,2022-10-18 05:30,sell,1649.32,1651.03,1647.39,1651.03,-1.000,sl,30
2022-10-18 17:30,2022-10-18 17:45,sell,1649.60,1652.36,1646.09,1652.36,-1.000,sl,30
2022-10-18 18:30,2022-10-18 18:45,sell,1647.62,1650.69,1643.64,1650.69,-1.000,sl,30
2022-10-19 04:30,2022-10-19 04:30,sell,1650.68,1652.19,1649.04,1652.19,-1.000,sl,15
2022-10-19 05:45,2022-10-19 07:15,sell,1650.28,1652.06,1648.24,1648.24,1.148,tp,105
2022-10-19 07:45,2022-10-19 08:30,sell,1645.96,1647.55,1644.21,1647.55,-1.000,sl,60
2022-10-19 09:30,2022-10-19 09:45,sell,1642.53,1644.24,1640.59,1640.59,1.135,tp,30
2022-10-19 10:15,2022-10-19 10:30,sell,1638.37,1640.51,1635.78,1640.51,-1.000,sl,30
2022-10-19 13:30,2022-10-19 15:15,sell,1635.71,1638.98,1631.43,1631.43,1.309,tp,120
2022-10-19 19:00,2022-10-19 22:45,sell,1630.37,1633.95,1625.62,1629.57,0.223,time,240
2022-10-20 01:45,2022-10-20 02:30,sell,1628.17,1629.41,1626.93,1626.93,0.997,tp,60
2022-10-20 04:15,2022-10-20 05:15,sell,1625.61,1627.13,1623.95,1623.95,1.090,tp,75
2022-10-21 02:15,2022-10-21 02:30,sell,1625.54,1627.10,1623.83,1627.10,-1.000,sl,30
2022-10-21 06:00,2022-10-21 06:30,sell,1625.37,1627.07,1623.44,1623.44,1.133,tp,45
2022-10-21 08:15,2022-10-21 08:30,sell,1619.98,1621.91,1617.71,1621.91,-1.000,sl,30
2022-10-21 10:15,2022-10-21 10:15,sell,1618.00,1620.16,1615.38,1620.16,-1.000,sl,15
2022-10-21 15:15,2022-10-21 15:30,sell,1621.78,1624.32,1618.59,1623.32,-0.605,lock_stop,30
2022-10-24 01:15,2022-10-24 02:15,buy,1659.12,1656.65,1662.20,1656.65,-1.000,sl,75
2022-10-24 02:45,2022-10-24 02:45,buy,1665.38,1662.20,1669.52,1662.20,-1.000,sl,15
2022-10-24 07:45,2022-10-24 07:45,buy,1658.37,1656.50,1660.55,1658.21,-0.086,lock_stop,15
2022-10-25 02:00,2022-10-25 03:15,buy,1652.06,1650.61,1653.62,1653.62,1.070,tp,90
2022-10-25 06:45,2022-10-25 07:45,buy,1652.23,1650.33,1654.45,1650.33,-1.000,sl,75
2022-10-25 09:00,2022-10-25 09:00,sell,1647.94,1649.52,1646.19,1649.52,-1.000,sl,15
2022-10-25 10:30,2022-10-25 11:00,sell,1646.21,1648.18,1643.87,1648.18,-1.000,sl,45
2022-10-25 12:00,2022-10-25 12:45,sell,1643.69,1646.14,1640.64,1640.64,1.245,tp,60
2022-10-26 05:45,2022-10-26 08:30,buy,1655.87,1654.04,1657.99,1657.99,1.159,tp,180
2022-10-26 09:15,2022-10-26 09:45,buy,1662.86,1660.79,1665.34,1665.05,1.059,lock_target,45
2022-10-27 01:45,2022-10-27 02:45,buy,1665.66,1664.28,1667.11,1667.11,1.047,tp,75
2022-10-27 03:15,2022-10-27 03:30,buy,1668.43,1667.02,1669.92,1667.02,-1.000,sl,30
2022-10-27 04:15,2022-10-27 04:15,buy,1670.92,1669.16,1672.93,1669.16,-1.000,sl,15
2022-10-27 08:15,2022-10-27 08:30,buy,1667.05,1665.09,1669.37,1669.37,1.181,tp,30
2022-10-27 10:00,2022-10-27 10:00,sell,1660.47,1662.82,1657.57,1662.82,-1.000,sl,15
2022-10-27 13:45,2022-10-27 14:15,sell,1660.49,1662.90,1657.50,1662.90,-1.000,sl,45
2022-10-27 19:30,2022-10-27 20:00,sell,1658.76,1662.76,1653.39,1660.26,-0.375,lock_stop,45
2022-10-28 04:45,2022-10-28 04:45,buy,1664.08,1662.40,1665.97,1665.97,1.128,tp,15
2022-10-28 10:00,2022-10-28 10:00,sell,1656.74,1658.70,1654.43,1654.43,1.180,tp,15
2022-10-31 02:45,2022-10-31 03:00,sell,1642.38,1643.82,1640.85,1640.85,1.064,tp,30
2022-10-31 07:45,2022-10-31 08:45,sell,1641.83,1643.53,1639.90,1643.53,-1.000,sl,75
2022-10-31 10:15,2022-10-31 10:30,sell,1638.52,1640.53,1636.14,1636.14,1.188,tp,30
2022-10-31 15:30,2022-10-31 15:30,sell,1634.44,1637.08,1631.11,1637.08,-1.000,sl,15
2022-10-31 19:00,2022-10-31 21:15,sell,1636.30,1638.71,1633.30,1633.30,1.241,tp,150
2022-10-31 22:00,2022-10-31 22:45,sell,1631.91,1633.57,1630.04,1633.57,-1.000,sl,60
2022-11-01 01:45,2022-11-01 02:00,sell,1632.12,1633.44,1630.77,1630.77,1.026,tp,30
2022-11-01 07:45,2022-11-01 07:45,buy,1640.31,1638.66,1642.16,1642.16,1.121,tp,15
2022-11-02 02:30,2022-11-02 02:30,buy,1649.03,1647.72,1650.37,1650.37,1.022,tp,15
2022-11-02 03:00,2022-11-02 03:15,buy,1650.67,1649.24,1652.19,1649.24,-1.000,sl,30
2022-11-02 05:00,2022-11-02 06:00,buy,1652.26,1650.36,1654.49,1650.36,-1.000,sl,75
2022-11-02 07:45,2022-11-02 07:45,buy,1652.23,1650.58,1654.08,1650.58,-1.000,sl,15
2022-11-02 10:00,2022-11-02 10:00,buy,1653.12,1651.32,1655.20,1652.97,-0.083,lock_stop,15
2022-11-03 01:15,2022-11-03 02:45,sell,1631.95,1636.11,1626.33,1636.11,-1.000,sl,105
2022-11-03 05:15,2022-11-03 06:00,sell,1635.89,1637.86,1633.56,1637.86,-1.000,sl,60
2022-11-03 08:15,2022-11-03 08:15,sell,1634.60,1636.11,1632.96,1634.87,-0.179,lock_stop,15
2022-11-04 02:15,2022-11-04 02:45,buy,1631.76,1630.60,1632.87,1630.60,-1.000,sl,45
2022-11-04 04:00,2022-11-04 04:15,buy,1634.14,1632.66,1635.73,1635.73,1.077,tp,30
2022-11-04 04:45,2022-11-04 05:00,buy,1636.82,1635.21,1638.60,1638.60,1.111,tp,30
2022-11-04 05:30,2022-11-04 05:30,buy,1640.04,1638.07,1642.37,1638.07,-1.000,sl,15
2022-11-04 06:15,2022-11-04 06:45,buy,1640.91,1638.85,1643.37,1643.37,1.196,tp,45
2022-11-04 07:15,2022-11-04 08:30,buy,1647.84,1645.61,1650.56,1645.61,-1.000,sl,90
2022-11-04 11:30,2022-11-04 11:30,buy,1651.15,1648.49,1654.52,1648.49,-1.000,sl,15
2022-11-04 14:45,2022-11-04 15:00,buy,1656.42,1652.77,1661.28,1661.28,1.329,tp,30
2022-11-04 16:00,2022-11-04 16:30,buy,1667.70,1663.34,1673.61,1673.61,1.357,tp,45
2022-11-07 10:30,2022-11-07 11:00,buy,1673.80,1671.40,1676.77,1676.77,1.239,tp,45
2022-11-07 11:30,2022-11-07 12:45,buy,1680.16,1677.52,1683.50,1677.52,-1.000,sl,90
2022-11-07 16:15,2022-11-07 16:30,buy,1680.28,1677.78,1683.41,1677.78,-1.000,sl,30
2022-11-08 06:30,2022-11-08 07:00,sell,1671.04,1672.60,1669.33,1669.33,1.099,tp,45
2022-11-08 08:00,2022-11-08 08:00,sell,1668.11,1669.45,1666.72,1669.45,-1.000,sl,15
2022-11-08 11:00,2022-11-08 11:15,sell,1666.74,1669.11,1663.81,1669.11,-1.000,sl,30
2022-11-08 16:30,2022-11-08 16:45,buy,1676.46,1674.27,1679.11,1679.11,1.214,tp,30
2022-11-08 17:15,2022-11-08 17:15,buy,1699.04,1695.29,1704.04,1704.04,1.333,tp,15
2022-11-08 17:45,2022-11-08 17:45,buy,1711.21,1706.55,1717.58,1713.11,0.408,lock_target,15
2022-11-09 05:15,2022-11-09 05:30,buy,1711.45,1709.34,1713.98,1709.34,-1.000,sl,30
2022-11-09 09:15,2022-11-09 09:30,buy,1711.78,1710.09,1713.70,1710.09,-1.000,sl,30
2022-11-09 10:15,2022-11-09 10:15,buy,1715.12,1712.94,1717.77,1714.85,-0.124,lock_stop,15
2022-11-10 07:15,2022-11-10 08:15,buy,1711.34,1709.60,1713.33,1709.60,-1.000,sl,75
2022-11-10 15:30,2022-11-10 15:30,buy,1711.94,1709.68,1714.71,1714.71,1.224,tp,15
2022-11-10 16:15,2022-11-10 17:00,buy,1739.13,1734.52,1745.42,1745.42,1.364,tp,60
2022-11-10 17:30,2022-11-10 18:00,buy,1751.19,1745.44,1759.19,1745.44,-1.000,sl,45
2022-11-10 20:45,2022-11-10 23:00,buy,1752.20,1748.48,1757.16,1757.16,1.332,tp,150
2022-11-11 07:15,2022-11-11 07:15,buy,1754.90,1752.88,1757.31,1757.31,1.191,tp,15
2022-11-11 07:45,2022-11-11 08:00,buy,1760.67,1758.21,1763.74,1763.74,1.246,tp,30
2022-11-14 08:00,2022-11-14 08:00,sell,1758.23,1760.39,1755.61,1760.39,-1.000,sl,15
2022-11-14 11:15,2022-11-14 12:30,sell,1758.88,1761.86,1755.04,1755.04,1.290,tp,90
2022-11-14 16:45,2022-11-14 16:45,buy,1765.40,1762.49,1769.14,1769.14,1.285,tp,15
2022-11-14 17:15,2022-11-14 17:15,buy,1775.11,1771.56,1779.81,1771.56,-1.000,sl,15
2022-11-14 20:30,2022-11-14 23:45,buy,1773.77,1770.62,1777.88,1771.09,-0.849,eod,210
2022-11-15 07:15,2022-11-15 07:45,buy,1773.09,1771.33,1775.11,1771.33,-1.000,sl,45
2022-11-15 09:30,2022-11-15 09:30,buy,1777.09,1775.04,1779.54,1779.54,1.195,tp,15
2022-11-15 10:00,2022-11-15 10:00,buy,1783.17,1780.69,1786.27,1780.69,-1.000,sl,15
2022-11-16 02:00,2022-11-16 02:15,buy,1781.04,1778.85,1783.70,1778.85,-1.000,sl,30
2022-11-16 06:15,2022-11-16 06:30,sell,1770.49,1772.73,1767.76,1772.73,-1.000,sl,30
2022-11-16 11:00,2022-11-16 11:30,buy,1779.45,1776.95,1782.57,1782.57,1.250,tp,45
2022-11-16 20:30,2022-11-16 21:30,sell,1772.58,1775.09,1769.45,1775.09,-1.000,sl,75
2022-11-17 03:30,2022-11-17 03:45,sell,1772.35,1773.66,1771.01,1771.01,1.023,tp,30
2022-11-17 04:15,2022-11-17 04:15,sell,1768.53,1770.09,1766.81,1766.81,1.100,tp,15
2022-11-18 01:30,2022-11-18 01:45,sell,1759.43,1760.70,1758.15,1760.70,-1.000,sl,30
2022-11-18 06:00,2022-11-18 06:30,buy,1765.15,1763.36,1767.21,1763.36,-1.000,sl,45
2022-11-18 09:15,2022-11-18 09:15,buy,1766.33,1764.62,1768.27,1764.62,-1.000,sl,15
2022-11-21 03:15,2022-11-21 03:15,sell,1748.49,1749.93,1746.95,1746.95,1.067,tp,15
2022-11-21 04:45,2022-11-21 05:15,sell,1743.96,1746.02,1741.49,1746.02,-1.000,sl,45
2022-11-21 07:45,2022-11-21 07:45,sell,1744.70,1746.30,1742.92,1746.30,-1.000,sl,15
2022-11-21 09:45,2022-11-21 11:00,sell,1742.66,1744.61,1740.36,1740.36,1.179,tp,90
2022-11-21 11:45,2022-11-21 12:00,sell,1737.58,1740.02,1734.55,1740.02,-1.000,sl,30
2022-11-21 17:15,2022-11-21 20:00,sell,1736.54,1739.63,1732.53,1739.63,-1.000,sl,180
2022-11-21 22:00,2022-11-21 22:00,sell,1735.22,1737.35,1732.66,1737.35,-1.000,sl,15
2022-11-22 06:45,2022-11-22 07:15,buy,1745.36,1743.87,1746.97,1743.87,-1.000,sl,45
2022-11-22 10:00,2022-11-22 10:15,buy,1743.40,1741.63,1745.43,1745.43,1.147,tp,30
2022-11-22 11:45,2022-11-22 15:15,buy,1747.73,1745.44,1750.54,1745.44,-1.000,sl,225
2022-11-22 19:45,2022-11-22 23:30,sell,1738.99,1741.22,1736.28,1740.15,-0.521,time,240
2022-11-23 03:30,2022-11-23 03:45,sell,1739.63,1740.85,1738.43,1740.85,-1.000,sl,30
2022-11-23 05:30,2022-11-23 06:00,sell,1738.75,1740.42,1736.87,1736.87,1.126,tp,45
2022-11-23 11:15,2022-11-23 11:15,sell,1735.83,1738.06,1733.11,1738.06,-1.000,sl,15
2022-11-23 15:30,2022-11-23 15:30,sell,1734.14,1736.27,1731.58,1736.27,-1.000,sl,15
2022-11-23 20:30,2022-11-23 20:45,buy,1745.27,1742.94,1748.14,1743.81,-0.627,lock_stop,30
2022-11-24 02:00,2022-11-24 02:15,buy,1752.58,1750.97,1754.36,1754.36,1.111,tp,30
2022-11-24 04:00,2022-11-24 07:30,buy,1755.78,1754.03,1757.78,1754.03,-1.000,sl,225
2022-11-24 09:15,2022-11-24 09:30,buy,1757.06,1755.53,1758.72,1755.53,-1.000,sl,30
2022-11-24 11:15,2022-11-24 11:30,buy,1758.11,1756.05,1760.58,1756.05,-1.000,sl,30
2022-11-24 12:15,2022-11-24 12:15,buy,1758.50,1756.35,1761.10,1756.43,-0.963,lock_stop,15
2022-11-25 03:45,2022-11-25 04:15,buy,1756.70,1755.20,1758.32,1758.32,1.083,tp,45
2022-11-25 06:00,2022-11-25 07:00,buy,1759.87,1758.18,1761.78,1758.18,-1.000,sl,75
2022-11-25 10:00,2022-11-25 10:15,sell,1751.36,1753.23,1749.18,1753.23,-1.000,sl,30
2022-11-25 15:15,2022-11-25 15:15,sell,1749.29,1751.22,1747.02,1747.02,1.176,tp,15
2022-11-28 01:30,2022-11-28 02:15,sell,1750.35,1752.56,1747.67,1752.56,-1.000,sl,60
2022-11-28 03:15,2022-11-28 03:30,sell,1749.06,1751.08,1746.66,1746.66,1.190,tp,30
2022-11-28 10:30,2022-11-28 11:00,buy,1757.30,1754.89,1760.29,1760.29,1.241,tp,45
2022-11-28 12:45,2022-11-28 12:45,buy,1763.83,1761.18,1767.18,1761.18,-1.000,sl,15
2022-11-28 18:15,2022-11-28 22:00,sell,1741.97,1745.71,1736.99,1740.29,0.449,time,240
2022-11-29 06:45,2022-11-29 10:00,buy,1752.87,1750.82,1755.33,1755.33,1.196,tp,210
2022-11-29 10:45,2022-11-29 11:45,buy,1756.59,1754.42,1759.22,1754.42,-1.000,sl,75
2022-11-29 14:00,2022-11-29 14:00,buy,1757.61,1755.38,1760.33,1755.38,-1.000,sl,15
2022-11-29 17:30,2022-11-29 18:00,buy,1757.21,1753.90,1761.55,1753.90,-1.000,sl,45
2022-11-29 22:45,2022-11-29 23:00,sell,1748.54,1750.29,1746.54,1749.18,-0.365,lock_stop,30
2022-11-30 06:00,2022-11-30 08:00,buy,1755.02,1753.25,1757.04,1753.25,-1.000,sl,135
2022-11-30 09:15,2022-11-30 09:30,buy,1756.04,1754.49,1757.75,1754.49,-1.000,sl,30
2022-11-30 10:45,2022-11-30 11:00,buy,1757.83,1755.91,1760.08,1760.08,1.174,tp,30
2022-11-30 14:15,2022-11-30 14:30,buy,1763.52,1761.34,1766.17,1761.34,-1.000,sl,30
2022-11-30 15:30,2022-11-30 15:30,buy,1763.94,1761.66,1766.74,1761.66,-1.000,sl,15
2022-12-01 01:15,2022-12-01 02:00,buy,1770.37,1767.26,1774.41,1774.41,1.299,tp,60
2022-12-01 03:00,2022-12-01 03:15,buy,1778.46,1776.50,1780.78,1776.50,-1.000,sl,30
2022-12-01 06:15,2022-12-01 07:30,buy,1777.79,1775.33,1780.85,1780.85,1.246,tp,90
2022-12-01 13:30,2022-12-01 14:00,buy,1780.45,1777.99,1783.52,1782.03,0.642,lock_target,45
2022-12-02 01:15,2022-12-02 01:30,buy,1804.30,1802.80,1805.92,1802.80,-1.000,sl,30
2022-12-02 08:15,2022-12-02 09:30,buy,1799.43,1797.72,1801.37,1801.37,1.135,tp,90
2022-12-02 15:45,2022-12-02 15:45,sell,1783.42,1786.43,1779.54,1779.54,1.292,tp,15
2022-12-02 21:15,2022-12-02 21:45,sell,1794.32,1797.02,1790.90,1797.02,-1.000,sl,45
2022-12-05 03:15,2022-12-05 03:15,buy,1802.53,1800.62,1804.78,1804.78,1.173,tp,15
2022-12-05 03:45,2022-12-05 06:00,buy,1807.11,1804.88,1809.83,1809.83,1.220,tp,150
2022-12-06 07:45,2022-12-06 07:45,sell,1769.05,1771.32,1766.27,1771.32,-1.000,sl,15
2022-12-06 14:15,2022-12-06 15:00,buy,1780.34,1778.10,1783.08,1778.10,-1.000,sl,60
2022-12-06 20:45,2022-12-06 21:00,sell,1768.53,1770.71,1765.89,1769.34,-0.372,lock_stop,30
2022-12-07 03:15,2022-12-07 03:30,sell,1768.93,1770.15,1767.72,1770.15,-1.000,sl,30
2022-12-07 11:00,2022-12-07 11:00,buy,1775.62,1773.18,1778.66,1773.18,-1.000,sl,15
2022-12-07 15:00,2022-12-07 15:00,buy,1775.34,1773.26,1777.84,1775.27,-0.034,lock_stop,15
2022-12-08 08:00,2022-12-08 08:45,buy,1784.73,1783.18,1786.43,1786.43,1.097,tp,60
2022-12-08 13:45,2022-12-08 15:00,buy,1784.90,1782.99,1787.14,1787.14,1.173,tp,90
2022-12-09 01:15,2022-12-09 02:00,buy,1790.30,1788.95,1791.70,1788.95,-1.000,sl,60
2022-12-09 03:00,2022-12-09 03:00,buy,1790.57,1789.53,1791.50,1791.50,0.898,tp,15
2022-12-09 06:15,2022-12-09 08:30,buy,1796.13,1793.98,1798.72,1793.98,-1.000,sl,150
2022-12-09 12:15,2022-12-09 13:15,buy,1794.10,1791.87,1796.82,1796.82,1.220,tp,75
2022-12-09 13:45,2022-12-09 14:30,buy,1798.74,1796.40,1801.62,1801.62,1.233,tp,60
2022-12-09 18:30,2022-12-09 20:00,buy,1802.80,1797.98,1809.40,1797.98,-1.000,sl,105
2022-12-12 02:45,2022-12-12 03:00,sell,1792.78,1794.29,1791.14,1791.14,1.086,tp,30
2022-12-12 04:00,2022-12-12 04:15,sell,1790.58,1792.33,1788.58,1788.58,1.143,tp,30
2022-12-13 06:00,2022-12-13 07:30,sell,1782.23,1783.72,1780.62,1783.72,-1.000,sl,105
2022-12-13 09:15,2022-12-13 10:15,buy,1787.67,1786.11,1789.38,1786.11,-1.000,sl,75
2022-12-13 13:00,2022-12-13 13:00,buy,1787.56,1785.27,1790.37,1787.18,-0.166,lock_stop,15
2022-12-14 03:15,2022-12-14 03:45,buy,1811.89,1810.44,1813.44,1810.44,-1.000,sl,45
2022-12-14 08:15,2022-12-14 08:45,buy,1811.32,1809.95,1812.75,1812.75,1.043,tp,45
2022-12-14 14:45,2022-12-14 15:00,sell,1804.77,1806.88,1802.22,1806.88,-1.000,sl,30
2022-12-14 16:45,2022-12-14 17:00,buy,1811.86,1809.60,1814.63,1809.60,-1.000,sl,30
2022-12-14 21:15,2022-12-14 21:15,sell,1800.98,1803.92,1797.19,1803.92,-1.000,sl,15
2022-12-15 03:15,2022-12-15 03:15,sell,1803.60,1805.15,1801.90,1801.90,1.096,tp,15
2022-12-15 03:45,2022-12-15 03:45,sell,1799.70,1801.36,1797.84,1797.84,1.123,tp,15
2022-12-16 01:15,2022-12-16 02:00,sell,1776.03,1777.40,1774.59,1777.40,-1.000,sl,60
2022-12-16 09:15,2022-12-16 09:15,buy,1784.80,1783.27,1786.47,1783.27,-1.000,sl,15
2022-12-16 10:00,2022-12-16 10:00,sell,1777.07,1779.04,1774.75,1779.04,-1.000,sl,15
2022-12-19 02:45,2022-12-19 03:00,buy,1794.15,1792.67,1795.74,1792.67,-1.000,sl,30
2022-12-19 10:15,2022-12-19 10:15,buy,1795.75,1793.96,1797.81,1797.81,1.151,tp,15
2022-12-19 18:00,2022-12-19 18:30,sell,1785.89,1788.76,1782.21,1788.76,-1.000,sl,45
2022-12-19 21:30,2022-12-19 23:45,sell,1786.97,1788.89,1784.72,1787.65,-0.354,eod,150
2022-12-20 02:15,2022-12-20 02:45,sell,1785.21,1786.23,1784.31,1786.23,-1.000,sl,45
2022-12-20 08:45,2022-12-20 10:00,buy,1793.27,1790.59,1796.67,1796.67,1.267,tp,90
2022-12-20 10:45,2022-12-20 11:30,buy,1802.04,1799.17,1805.72,1805.72,1.282,tp,60
2022-12-20 13:45,2022-12-20 14:15,buy,1808.90,1806.07,1812.52,1806.07,-1.000,sl,45
2022-12-20 16:45,2022-12-20 16:45,buy,1808.80,1805.68,1812.85,1812.85,1.300,tp,15
2022-12-20 17:15,2022-12-20 17:15,buy,1820.78,1816.92,1825.95,1816.92,-1.000,sl,15
2022-12-21 09:30,2022-12-21 10:45,buy,1815.36,1813.59,1817.39,1817.39,1.147,tp,90
2022-12-21 15:00,2022-12-21 15:15,buy,1815.96,1814.22,1817.95,1817.95,1.141,tp,30
2022-12-22 03:00,2022-12-22 03:00,buy,1818.91,1817.63,1820.21,1817.63,-1.000,sl,15
2022-12-22 12:45,2022-12-22 13:45,sell,1814.75,1816.74,1812.39,1816.74,-1.000,sl,75
2022-12-22 15:45,2022-12-22 15:45,sell,1812.46,1814.78,1809.61,1809.61,1.230,tp,15
2022-12-22 16:30,2022-12-22 17:00,sell,1803.03,1806.21,1798.88,1798.88,1.304,tp,45
2022-12-22 17:30,2022-12-22 20:00,sell,1795.96,1799.95,1790.60,1790.60,1.343,tp,165
2022-12-22 20:45,2022-12-22 21:45,sell,1785.55,1788.31,1782.04,1788.31,-1.000,sl,75
2022-12-23 03:00,2022-12-23 03:00,sell,1791.65,1793.11,1790.08,1793.11,-1.000,sl,15
2022-12-23 05:45,2022-12-23 06:15,sell,1792.26,1794.04,1790.22,1794.04,-1.000,sl,45
2022-12-23 18:15,2022-12-23 18:15,buy,1802.86,1799.60,1807.12,1801.98,-0.270,lock_stop,15
2022-12-27 01:15,2022-12-27 01:30,buy,1801.07,1799.68,1802.53,1802.53,1.049,tp,30
2022-12-27 04:00,2022-12-27 07:45,buy,1804.87,1803.01,1807.03,1807.03,1.164,tp,240
2022-12-28 09:15,2022-12-28 09:15,sell,1807.75,1809.34,1806.00,1809.34,-1.000,sl,15
2022-12-28 10:15,2022-12-28 10:30,sell,1806.07,1808.12,1803.61,1803.61,1.196,tp,30
2022-12-28 11:00,2022-12-28 11:00,sell,1803.09,1805.38,1800.28,1800.28,1.227,tp,15
2022-12-28 17:30,2022-12-28 17:45,sell,1801.52,1804.46,1797.74,1798.23,1.120,lock_target,30
2022-12-29 03:45,2022-12-29 03:45,buy,1808.33,1806.86,1809.91,1806.86,-1.000,sl,15
2022-12-29 07:00,2022-12-29 08:30,buy,1809.24,1807.67,1810.96,1807.67,-1.000,sl,105
2022-12-29 15:30,2022-12-29 15:30,buy,1808.27,1806.34,1810.54,1810.54,1.176,tp,15
2022-12-29 16:45,2022-12-29 17:00,buy,1816.12,1813.26,1819.79,1813.26,-1.000,sl,30
2022-12-29 19:30,2022-12-29 20:30,buy,1818.17,1814.91,1822.43,1817.27,-0.276,lock_stop,75
2022-12-30 03:00,2022-12-30 03:30,buy,1816.42,1815.29,1817.49,1817.49,0.948,tp,45
2022-12-30 05:15,2022-12-30 05:15,buy,1819.33,1818.03,1820.66,1818.03,-1.000,sl,15
2022-12-30 07:45,2022-12-30 09:00,buy,1819.10,1817.75,1820.50,1820.50,1.036,tp,90
2022-12-30 13:30,2022-12-30 14:15,buy,1818.15,1816.25,1820.37,1820.37,1.171,tp,60
2023-01-03 01:15,2023-01-03 01:15,buy,1826.36,1824.52,1828.49,1824.52,-1.000,sl,15
2023-01-03 02:15,2023-01-03 03:00,buy,1831.85,1829.59,1834.62,1829.59,-1.000,sl,60
2023-01-03 04:45,2023-01-03 04:45,buy,1838.49,1835.04,1843.05,1838.41,-0.023,lock_stop,15
2023-01-04 03:30,2023-01-04 03:30,buy,1840.21,1838.67,1841.89,1841.89,1.093,tp,15
2023-01-04 04:00,2023-01-04 05:00,buy,1844.63,1842.73,1846.85,1846.85,1.171,tp,75
